name,group,vote,Genre,Âge,District,affairVoteId
Matteo ABÄCHERLI,CVPO,Non/Nein,H,33,Visp,20211123095049
Claudia ALPIGER,ZUK-VS,Abst./Enth.,F,32,Brig,20211123095049
Romano AMACKER,SVPO,Non/Nein,H,24,Westlich Raron,20211123095049
Maria ARNOLD-ESCHER,CVPO,Non/Nein,F,58,Brig,20211123095049
Peter BÄHLER,SVPO,Non/Nein,H,68,Goms,20211123095049
Gabrielle BARRAS,UDC,Non/Nein,F,58,Sion,20211123095049
Léonard BENDER,AC,Non/Nein,H,54,Martigny,20211123095049
Philippe BENDER,VLR,Non/Nein,H,71,Martigny,20211123095049
Claudy BESSE,UDC,Non/Nein,H,57,Monthey,20211123095049
Jacques BLANC,AC,Non/Nein,H,67,Hérens,20211123095049
Jean BONNARD,AC,Non/Nein,H,72,Sion,20211123095049
Alex BONVIN,UDC,Non/Nein,H,62,Sierre,20211123095049
Nicolas BONVIN,PDC,Abst./Enth.,H,32,Sierre,20211123095049
Sophie BORNET,PDC,Abst./Enth.,F,53,Conthey,20211123095049
Hermann BRUNNER,CSPO,Abst./Enth.,H,67,Westlich Raron,20211123095049
Michael BURGENER,CVPO,Non/Nein,H,40,Visp,20211123095049
Paul BURGENER,CVPO,Non/Nein,H,68,Visp,20211123095049
Peter BURRI,ZUK-VS,Non/Nein,H,56,Visp,20211123095049
Mathieu CALOZ,VLR,Non/Nein,H,28,Sierre,20211123095049
Florence CARRON DARBELLAY,PDC,Abst./Enth.,F,48,Martigny,20211123095049
Patricia CASAYS,PDC,Abst./Enth.,F,74,Monthey,20211123095049
Jean-Dominique CIPOLLA,UDC,Non/Nein,H,74,Martigny,20211123095049
Stéphane CLAVIEN,VLR,Non/Nein,H,64,Sierre,20211123095049
Gabrielle CORNUT-ZUFFEREY,LES VERTS,Oui/Ja,F,60,Sierre,20211123095049
Adeline CRETTENAND,VLR,Non/Nein,F,27,Martigny,20211123095049
Narcisse CRETTENAND,VLR,Non/Nein,H,66,Martigny,20211123095049
Cilette CRETTON,AC,Non/Nein,F,76,Martigny,20211123095049
Lucile CURDY,AdG,Oui/Ja,F,22,Conthey,20211123095049
Alina DARBELLAY,LES VERTS,Oui/Ja,F,54,Sion,20211123095049
Pierre DARBELLAY,PDC,Oui/Ja,H,33,Entremont,20211123095049
Olivier DERIVAZ,AdG,Oui/Ja,H,57,Monthey,20211123095049
Ralph DESSIMOZ,PDC,Oui/Ja,H,57,Conthey,20211123095049
Arnaud DUBOIS,VLR,Non/Nein,H,36,Monthey,20211123095049
Corinne DUC BONVIN,AdG,Non/Nein,F,54,Sierre,20211123095049
Sophie DUCREY,AC,Non/Nein,F,26,Monthey,20211123095049
Marius DUMOULIN,PDC,Abst./Enth.,H,66,Sion,20211123095049
Jean-Marc DUPONT,AdG,Oui/Ja,H,63,Martigny,20211123095049
Christian ESCHER,CSPO,Oui/Ja,H,42,Brig,20211123095049
Florian EVEQUOZ,AC,Non/Nein,H,40,Conthey,20211123095049
German EYER,ZUK-VS,Abst./Enth.,H,61,Brig,20211123095049
Natascha FARQUET,VLR,Oui/Ja,F,39,Martigny,20211123095049
Florent FAVRE,PDC,Oui/Ja,H,27,Conthey,20211123095049
Mélanie FOLLONIER,VLR,Non/Nein,F,29,Hérens,20211123095049
Sandro FONTANA,PDC,Abst./Enth.,H,55,Monthey,20211123095049
Jérôme FORMAZ,UDC,Non/Nein,H,45,Entremont,20211123095049
Sabine FOURNIER,LES VERTS,Oui/Ja,F,46,St-Maurice,20211123095049
Damien FUMEAUX,UDC,Non/Nein,H,24,Conthey,20211123095049
Claudia GAILLARD MOREND,LES VERTS,Oui/Ja,F,55,Hérens,20211123095049
Marc-Antoine GENOLET,UDC,Non/Nein,H,57,Hérens,20211123095049
François GENOUD,VLR,Non/Nein,H,69,Sierre,20211123095049
Géraldine GIANADDA,VLR,Oui/Ja,F,54,Martigny,20211123095049
Géraldine GRANGES-GUENOT,UDC,Non/Nein,F,46,Martigny,20211123095049
Vincent GÜNTHER,LES VERTS,Oui/Ja,H,52,Martigny,20211123095049
Monika HOLZEGGER,ZUK-VS,Abst./Enth.,F,47,Brig,20211123095049
Lukas JÄGER,SVPO,Non/Nein,H,66,Leuk,20211123095049
Lukas KALBERMATTEN,CVPO,Non/Nein,H,50,Westlich Raron,20211123095049
Dominik KNUBEL,CVPO,Abst./Enth.,H,41,Westlich Raron,20211123095049
Michael KREUZER,SVPO,Non/Nein,H,32,Visp,20211123095049
Madeleine KUONEN-EGGO,ZUK-VS,Oui/Ja,F,62,Leuk,20211123095049
Alain LÉGER,PDC,Oui/Ja,H,43,Martigny,20211123095049
Jean-François LOVEY,AC,Non/Nein,H,67,Entremont,20211123095049
Damien LUISIER,PDC,Oui/Ja,H,28,Martigny,20211123095049
Natacha MARET,PDC,Oui/Ja,F,38,Entremont,20211123095049
Rainer MATHIER,CVPO,Non/Nein,H,64,Leuk,20211123095049
Thomas MATTER,CSPO,Abst./Enth.,H,55,Leuk,20211123095049
Kamy MAY,PDC,Oui/Ja,F,27,Entremont,20211123095049
Fabienne MURMANN,CVPO,Non/Nein,F,40,Leuk,20211123095049
Jean-Daniel NANCHEN,LES VERTS,Oui/Ja,H,64,Sierre,20211123095049
Claude NANÇOZ,VLR,Non/Nein,H,69,Conthey,20211123095049
Edmond PERRUCHOUD,UDC,Abst./Enth.,H,74,Sierre,20211123095049
Frédéric PITTELOUD,PDC,Oui/Ja,H,46,Hérens,20211123095049
Géraldine POUGET-ZUFFEREY,PDC,Oui/Ja,F,31,Sierre,20211123095049
Emilie PRAZ,AC,Non/Nein,F,35,Sion,20211123095049
François QUENNOZ,UDC,Non/Nein,H,28,Sion,20211123095049
Damien RABOUD,UDC,Non/Nein,H,35,Monthey,20211123095049
Pierre-Alain RAEMY,VLR,Non/Nein,H,60,Sion,20211123095049
Célina RAMSAUER,AC,Non/Nein,F,45,Sierre,20211123095049
Kurt REGOTZ,CSPO,Oui/Ja,H,68,Brig,20211123095049
Jean-Pierre REY,VLR,Non/Nein,H,59,Sierre,20211123095049
Caroline REYNARD,AdG,Oui/Ja,F,25,Sion,20211123095049
Janine REY-SIGGEN,AdG,Oui/Ja,F,61,Sierre,20211123095049
Johan ROCHEL,AC,Abst./Enth.,H,38,Monthey,20211123095049
Yann RODUIT,PDC,Abst./Enth.,H,47,Sion,20211123095049
Martine ROUILLER,AC,Non/Nein,F,39,St-Maurice,20211123095049
Léa ROUILLER DESSIMOZ,LES VERTS,Oui/Ja,F,21,Conthey,20211123095049
Christine ROUX,PDC,Oui/Ja,F,59,Sion,20211123095049
Felix RUPPEN,CVPO,Non/Nein,H,60,Brig,20211123095049
Gérard SALAMIN,PDC,Oui/Ja,H,58,Sierre,20211123095049
Mathieu SARRASIN,VLR,Non/Nein,H,60,Entremont,20211123095049
Jean-Marc SAVIOZ,PDC,Oui/Ja,H,51,Sierre,20211123095049
Pierre SCHERTENLEIB,AdG,Oui/Ja,H,68,Sion,20211123095049
Flavio SCHMID,CSPO,Abst./Enth.,H,36,Visp,20211123095049
Gerhard SCHMID,INDEP,Non/Nein,H,73,Östlich Raron,20211123095049
Remo SCHNYDER,SVPO,Non/Nein,H,47,Brig,20211123095049
Raymonde SCHOCH,VLR,Oui/Ja,F,70,St-Maurice,20211123095049
Alain SCHÖNBETT,VLR,Non/Nein,H,66,Monthey,20211123095049
Martin SCHÜRCH,CVPO,Oui/Ja,H,49,Visp,20211123095049
Ruth STALDER,VLR,Non/Nein,F,59,Sion,20211123095049
Fabien THETAZ,AdG,Oui/Ja,H,35,Monthey,20211123095049
Bernard TROILLET,PDC,Abst./Enth.,H,67,Martigny,20211123095049
Jean-Baptiste UDRESSY,UDC,Non/Nein,H,28,Monthey,20211123095049
Romain UDRY,VLR,Non/Nein,H,29,Conthey,20211123095049
Grégoire VANNAY,PDC,Abst./Enth.,H,51,Monthey,20211123095049
Georges VIONNET,LES VERTS,Oui/Ja,H,68,Monthey,20211123095049
Jenny VOEFFRAY,PDC,Abst./Enth.,F,47,St-Maurice,20211123095049
Laurence VUAGNIAUX,LES VERTS,Oui/Ja,F,46,Sion,20211123095049
Côme VUILLE,VLR,Non/Nein,H,34,Monthey,20211123095049
Joséphine WAEBER,PDC,Oui/Ja,F,37,Sierre,20211123095049
Rafael WELSCHEN,CVPO,Non/Nein,H,33,Brig,20211123095049
Leander WILLINER,CSPO,Abst./Enth.,H,68,Brig,20211123095049
Jean ZERMATTEN,AC,Oui/Ja,H,73,Sion,20211123095049
Rahel ZIMMERMANN,ZUK-VS,Abst./Enth.,F,36,Visp,20211123095049
Marie ZUCHUAT,PDC,Oui/Ja,F,34,Sion,20211123095049
Fabian ZURBRIGGEN,SVPO,Non/Nein,H,47,Visp,20211123095049
Vincent BOAND,UDC,Aucun/Keine,H,36,Sion,20211123095049
Gaël BOURGEOIS,AdG,Aucun/Keine,H,38,Martigny,20211123095049
Chantal CARLEN,CVPO,Aucun/Keine,F,29,Goms,20211123095049
Florine CARRON,LES VERTS,Aucun/Keine,F,43,Martigny,20211123095049
Nicolas CHABLAIS,VLR,Aucun/Keine,H,33,Monthey,20211123095049
Damien CLERC,PDC,Aucun/Keine,H,40,Conthey,20211123095049
Blaise CRETTOL,AC,Aucun/Keine,H,49,Sierre,20211123095049
Alain DUBOSSON,UDC,Aucun/Keine,H,22,Monthey,20211123095049
Pascale FUMEAUX,AC,Aucun/Keine,F,39,Conthey,20211123095049
Ida HÄFLIGER,CSPO,Aucun/Keine,F,64,Visp,20211123095049
Christelle HERITIER,VLR,Aucun/Keine,F,36,Sion,20211123095049
Ralph KUMMER,SVPO,Aucun/Keine,H,43,Brig,20211123095049
Vincent LUYET,AC,Aucun/Keine,H,44,Sion,20211123095049
Nicolas METTAN,PDC,Aucun/Keine,H,60,St-Maurice,20211123095049
Bernard OBERHOLZER,AC,Aucun/Keine,H,76,Monthey,20211123095049
Danica ZURBRIGGEN LEHNER,CSPO,Aucun/Keine,F,41,Visp,20211123095049
