name,group,vote,Genre,Âge,District,affairVoteId
Matteo ABÄCHERLI,CVPO,Oui/Ja,H,32,Visp,20201116124739
Claudia ALPIGER,ZUK-VS,Oui/Ja,F,31,Brig,20201116124739
Romano AMACKER,SVPO,Non/Nein,H,23,Westlich Raron,20201116124739
Maria ARNOLD-ESCHER,CVPO,Oui/Ja,F,57,Brig,20201116124739
Gabrielle BARRAS,UDC,Non/Nein,F,57,Sion,20201116124739
Fabrice BENDER,VLR,Oui/Ja,H,51,St-Maurice,20201116124739
Léonard BENDER,AC,Oui/Ja,H,52,Martigny,20201116124739
Philippe BENDER,VLR,Oui/Ja,H,70,Martigny,20201116124739
Vincent BOAND,UDC,Non/Nein,H,35,Sion,20201116124739
Jean BONNARD,AC,Oui/Ja,H,71,Sion,20201116124739
Alex BONVIN,UDC,Oui/Ja,H,61,Sierre,20201116124739
Nicolas BONVIN,PDC,Oui/Ja,H,31,Sierre,20201116124739
Sophie BORNET,PDC,Oui/Ja,F,52,Conthey,20201116124739
Gaël BOURGEOIS,AdG,Oui/Ja,H,37,Martigny,20201116124739
Hermann BRUNNER,CSPO,Oui/Ja,H,66,Westlich Raron,20201116124739
Michael BURGENER,CVPO,Oui/Ja,H,39,Visp,20201116124739
Paul BURGENER,CVPO,Oui/Ja,H,67,Visp,20201116124739
Peter BURRI,ZUK-VS,Oui/Ja,H,55,Visp,20201116124739
Mathieu CALOZ,VLR,Oui/Ja,H,27,Sierre,20201116124739
Florine CARRON,LES VERTS,Oui/Ja,F,42,Martigny,20201116124739
Florence CARRON DARBELLAY,PDC,Oui/Ja,F,47,Martigny,20201116124739
Patricia CASAYS,PDC,Oui/Ja,F,73,Monthey,20201116124739
Jean-Dominique CIPOLLA,UDC,Non/Nein,H,73,Martigny,20201116124739
Stéphane CLAVIEN,VLR,Oui/Ja,H,63,Sierre,20201116124739
Damien CLERC,PDC,Oui/Ja,H,39,Conthey,20201116124739
Gabrielle CORNUT-ZUFFEREY,LES VERTS,Oui/Ja,F,59,Sierre,20201116124739
Adeline CRETTENAND,VLR,Oui/Ja,F,26,Martigny,20201116124739
Narcisse CRETTENAND,VLR,Oui/Ja,H,65,Martigny,20201116124739
Cilette CRETTON,AC,Oui/Ja,F,75,Martigny,20201116124739
Lucile CURDY,AdG,Oui/Ja,F,21,Conthey,20201116124739
Pierre DARBELLAY,PDC,Oui/Ja,H,32,Entremont,20201116124739
Olivier DERIVAZ,AdG,Oui/Ja,H,56,Monthey,20201116124739
Ralph DESSIMOZ,PDC,Oui/Ja,H,56,Conthey,20201116124739
Arnaud DUBOIS,VLR,Oui/Ja,H,35,Monthey,20201116124739
Alain DUBOSSON,UDC,Non/Nein,H,21,Monthey,20201116124739
Corinne DUC BONVIN,AdG,Oui/Ja,F,53,Sierre,20201116124739
Sophie DUCREY,AC,Oui/Ja,F,25,Monthey,20201116124739
Marius DUMOULIN,PDC,Oui/Ja,H,65,Sion,20201116124739
Jean-Marc DUPONT,AdG,Oui/Ja,H,62,Martigny,20201116124739
German EYER,ZUK-VS,Oui/Ja,H,59,Brig,20201116124739
Florent FAVRE,PDC,Oui/Ja,H,26,Conthey,20201116124739
Mélanie FOLLONIER,VLR,Oui/Ja,F,28,Hérens,20201116124739
Sandro FONTANA,PDC,Oui/Ja,H,54,Monthey,20201116124739
Jérôme FORMAZ,UDC,Oui/Ja,H,44,Entremont,20201116124739
Sabine FOURNIER,LES VERTS,Oui/Ja,F,45,St-Maurice,20201116124739
Damien FUMEAUX,UDC,Oui/Ja,H,22,Conthey,20201116124739
Pascale FUMEAUX,AC,Oui/Ja,F,38,Conthey,20201116124739
Claudia GAILLARD MOREND,LES VERTS,Oui/Ja,F,54,Hérens,20201116124739
Marc-Antoine GENOLET,UDC,Non/Nein,H,56,Hérens,20201116124739
François GENOUD,VLR,Oui/Ja,H,68,Sierre,20201116124739
Géraldine GIANADDA,VLR,Oui/Ja,F,53,Martigny,20201116124739
Vincent GÜNTHER,LES VERTS,Oui/Ja,H,51,Martigny,20201116124739
Ida HÄFLIGER,CSPO,Oui/Ja,F,63,Visp,20201116124739
Monika HOLZEGGER,ZUK-VS,Abst./Enth.,F,46,Brig,20201116124739
Lukas KALBERMATTEN,CVPO,Oui/Ja,H,49,Westlich Raron,20201116124739
Michael KREUZER,SVPO,Non/Nein,H,31,Visp,20201116124739
Madeleine KUONEN-EGGO,ZUK-VS,Oui/Ja,F,61,Leuk,20201116124739
Alain LÉGER,PDC,Oui/Ja,H,42,Martigny,20201116124739
Jean-François LOVEY,AC,Oui/Ja,H,65,Entremont,20201116124739
Damien LUISIER,PDC,Oui/Ja,H,27,Martigny,20201116124739
Vincent LUYET,AC,Oui/Ja,H,43,Sion,20201116124739
Natacha MARET,PDC,Oui/Ja,F,37,Entremont,20201116124739
Rainer MATHIER,CVPO,Oui/Ja,H,63,Leuk,20201116124739
Thomas MATTER,CSPO,Oui/Ja,H,54,Leuk,20201116124739
Kamy MAY,PDC,Oui/Ja,F,26,Entremont,20201116124739
Nicolas METTAN,PDC,Oui/Ja,H,59,St-Maurice,20201116124739
Fabienne MURMANN,CVPO,Oui/Ja,F,39,Leuk,20201116124739
Jean-Daniel NANCHEN,LES VERTS,Oui/Ja,H,63,Sierre,20201116124739
Claude NANÇOZ,VLR,Oui/Ja,H,68,Conthey,20201116124739
Bernard OBERHOLZER,AC,Oui/Ja,H,75,Monthey,20201116124739
Frédéric PITTELOUD,PDC,Oui/Ja,H,45,Hérens,20201116124739
Géraldine POUGET-ZUFFEREY,PDC,Oui/Ja,F,30,Sierre,20201116124739
François QUENNOZ,UDC,Non/Nein,H,27,Sion,20201116124739
Damien RABOUD,UDC,Oui/Ja,H,34,Monthey,20201116124739
Pierre-Alain RAEMY,VLR,Oui/Ja,H,59,Sion,20201116124739
Célina RAMSAUER,AC,Oui/Ja,F,44,Sierre,20201116124739
Kurt REGOTZ,CSPO,Oui/Ja,H,67,Brig,20201116124739
Jean-Pierre REY,VLR,Oui/Ja,H,57,Sierre,20201116124739
Caroline REYNARD,AdG,Oui/Ja,F,24,Sion,20201116124739
Janine REY-SIGGEN,AdG,Oui/Ja,F,60,Sierre,20201116124739
Johan ROCHEL,AC,Oui/Ja,H,36,Monthey,20201116124739
Yann RODUIT,PDC,Oui/Ja,H,46,Sion,20201116124739
Martine ROUILLER,AC,Oui/Ja,F,38,St-Maurice,20201116124739
Léa ROUILLER DESSIMOZ,LES VERTS,Oui/Ja,F,20,Conthey,20201116124739
Felix RUPPEN,CVPO,Oui/Ja,H,59,Brig,20201116124739
Gérard SALAMIN,PDC,Oui/Ja,H,57,Sierre,20201116124739
Mathieu SARRASIN,VLR,Oui/Ja,H,59,Entremont,20201116124739
Jean-Marc SAVIOZ,PDC,Oui/Ja,H,50,Sierre,20201116124739
Pierre SCHERTENLEIB,AdG,Oui/Ja,H,67,Sion,20201116124739
Remo SCHNYDER,SVPO,Non/Nein,H,46,Brig,20201116124739
Alain SCHÖNBETT,VLR,Oui/Ja,H,65,Monthey,20201116124739
Martin SCHÜRCH,CVPO,Oui/Ja,H,48,Visp,20201116124739
Ruth STALDER,VLR,Oui/Ja,F,58,Sion,20201116124739
Fabien THETAZ,AdG,Oui/Ja,H,34,Monthey,20201116124739
Bernard TROILLET,PDC,Oui/Ja,H,66,Martigny,20201116124739
Jean-Baptiste UDRESSY,UDC,Non/Nein,H,27,Monthey,20201116124739
Romain UDRY,VLR,Oui/Ja,H,28,Conthey,20201116124739
Grégoire VANNAY,PDC,Oui/Ja,H,50,Monthey,20201116124739
Georges VIONNET,LES VERTS,Oui/Ja,H,66,Monthey,20201116124739
Jenny VOEFFRAY,PDC,Oui/Ja,F,46,St-Maurice,20201116124739
Laurence VUAGNIAUX,LES VERTS,Oui/Ja,F,45,Sion,20201116124739
Côme VUILLE,VLR,Oui/Ja,H,33,Monthey,20201116124739
Rafael WELSCHEN,CVPO,Oui/Ja,H,32,Brig,20201116124739
Leander WILLINER,CSPO,Oui/Ja,H,67,Brig,20201116124739
Jean ZERMATTEN,AC,Oui/Ja,H,72,Sion,20201116124739
