name,group,vote,Genre,Âge,District,affairVoteId
Matteo ABÄCHERLI,Die Mitte Oberwallis,Oui/Ja,H,34,Visp,20220922113243
Claudia ALPIGER,ZUK-VS,Oui/Ja,F,33,Brig,20220922113243
Romano AMACKER,SVPO,Non/Nein,H,25,Westlich Raron,20220922113243
Maria ARNOLD-ESCHER,Die Mitte Oberwallis,Oui/Ja,F,59,Brig,20220922113243
Peter BÄHLER,SVPO,Non/Nein,H,69,Goms,20220922113243
Léonard BENDER,AC,Oui/Ja,H,54,Martigny,20220922113243
Philippe BENDER,VLR,Non/Nein,H,72,Martigny,20220922113243
Claudy BESSE,UDC,Oui/Ja,H,58,Monthey,20220922113243
Vincent BOAND,UDC,Non/Nein,H,37,Sion,20220922113243
Alex BONVIN,UDC,Non/Nein,H,63,Sierre,20220922113243
Sophie BORNET,Le Centre,Oui/Ja,F,54,Conthey,20220922113243
Gaël BOURGEOIS,PS-GC,Oui/Ja,H,39,Martigny,20220922113243
Hermann BRUNNER,CSPO,Oui/Ja,H,68,Westlich Raron,20220922113243
Michael BURGENER,Die Mitte Oberwallis,Oui/Ja,H,41,Visp,20220922113243
Paul BURGENER,Die Mitte Oberwallis,Oui/Ja,H,69,Visp,20220922113243
Peter BURRI,ZUK-VS,Non/Nein,H,57,Visp,20220922113243
Mathieu CALOZ,VLR,Oui/Ja,H,29,Sierre,20220922113243
Florence CARRON DARBELLAY,Le Centre,Oui/Ja,F,49,Martigny,20220922113243
Patricia CASAYS,Le Centre,Oui/Ja,F,75,Monthey,20220922113243
Jean-Dominique CIPOLLA,UDC,Oui/Ja,H,75,Martigny,20220922113243
Stéphane CLAVIEN,VLR,Oui/Ja,H,65,Sierre,20220922113243
Damien CLERC,Le Centre,Abst./Enth.,H,41,Conthey,20220922113243
Gabrielle CORNUT-ZUFFEREY,LES VERTS,Oui/Ja,F,61,Sierre,20220922113243
Adeline CRETTENAND,VLR,Oui/Ja,F,28,Martigny,20220922113243
Narcisse CRETTENAND,VLR,Oui/Ja,H,67,Martigny,20220922113243
Blaise CRETTOL,AC,Oui/Ja,H,50,Sierre,20220922113243
Cilette CRETTON,AC,Oui/Ja,F,77,Martigny,20220922113243
Lucile CURDY,PS-GC,Oui/Ja,F,23,Conthey,20220922113243
Alina DARBELLAY,LES VERTS,Oui/Ja,F,55,Sion,20220922113243
Pierre DARBELLAY,Le Centre,Oui/Ja,H,34,Entremont,20220922113243
Olivier DERIVAZ,PS-GC,Oui/Ja,H,58,Monthey,20220922113243
Eric DESSIMOZ,LES VERTS,Oui/Ja,H,57,Conthey,20220922113243
Arnaud DUBOIS,VLR,Oui/Ja,H,37,Monthey,20220922113243
Corinne DUC BONVIN,PS-GC,Oui/Ja,F,55,Sierre,20220922113243
Sophie DUCREY,AC,Oui/Ja,F,27,Monthey,20220922113243
Marius DUMOULIN,Le Centre,Oui/Ja,H,67,Sion,20220922113243
Jean-Marc DUPONT,PS-GC,Oui/Ja,H,64,Martigny,20220922113243
Christian ESCHER,CSPO,Oui/Ja,H,43,Brig,20220922113243
Florian EVEQUOZ,AC,Oui/Ja,H,41,Conthey,20220922113243
German EYER,ZUK-VS,Oui/Ja,H,61,Brig,20220922113243
Natascha FARQUET,VLR,Non/Nein,F,40,Martigny,20220922113243
Sandro FONTANA,Le Centre,Oui/Ja,H,56,Monthey,20220922113243
Jérôme FORMAZ,UDC,Oui/Ja,H,46,Entremont,20220922113243
Sabine FOURNIER,LES VERTS,Oui/Ja,F,47,St-Maurice,20220922113243
Damien FUMEAUX,UDC,Non/Nein,H,24,Conthey,20220922113243
Pascale FUMEAUX,AC,Oui/Ja,F,40,Conthey,20220922113243
Sandro FUX,SVPO,Non/Nein,H,34,Brig,20220922113243
