name,group,vote,Genre,Âge,District,affairVoteId
Matteo ABÄCHERLI,Die Mitte Oberwallis,Oui/Ja,H,34,Visp,20221025180356
Claudia ALPIGER,ZUK-VS,Oui/Ja,F,33,Brig,20221025180356
Romano AMACKER,SVPO,Non/Nein,H,25,Westlich Raron,20221025180356
Maria ARNOLD-ESCHER,Die Mitte Oberwallis,Oui/Ja,F,59,Brig,20221025180356
Peter BÄHLER,SVPO,Non/Nein,H,69,Goms,20221025180356
Gabrielle BARRAS,UDC,Non/Nein,F,59,Sion,20221025180356
Léonard BENDER,AC,Oui/Ja,H,54,Martigny,20221025180356
Philippe BENDER,VLR,Oui/Ja,H,72,Martigny,20221025180356
Claudy BESSE,UDC,Non/Nein,H,58,Monthey,20221025180356
Vincent BOAND,UDC,Non/Nein,H,37,Sion,20221025180356
Alex BONVIN,UDC,Non/Nein,H,63,Sierre,20221025180356
Nicolas BONVIN,Le Centre,Oui/Ja,H,33,Sierre,20221025180356
Sophie BORNET,Le Centre,Oui/Ja,F,54,Conthey,20221025180356
Gaël BOURGEOIS,PS-GC,Oui/Ja,H,39,Martigny,20221025180356
Hermann BRUNNER,CSPO,Oui/Ja,H,68,Westlich Raron,20221025180356
Paul BURGENER,Die Mitte Oberwallis,Oui/Ja,H,69,Visp,20221025180356
Peter BURRI,ZUK-VS,Oui/Ja,H,57,Visp,20221025180356
Mathieu CALOZ,VLR,Oui/Ja,H,29,Sierre,20221025180356
Chantal CARLEN,Die Mitte Oberwallis,Oui/Ja,F,30,Goms,20221025180356
Florine CARRON,LES VERTS,Oui/Ja,F,44,Martigny,20221025180356
Florence CARRON DARBELLAY,Le Centre,Oui/Ja,F,49,Martigny,20221025180356
Patricia CASAYS,Le Centre,Oui/Ja,F,75,Monthey,20221025180356
Jean-Dominique CIPOLLA,UDC,Non/Nein,H,75,Martigny,20221025180356
Stéphane CLAVIEN,VLR,Abst./Enth.,H,65,Sierre,20221025180356
Damien CLERC,Le Centre,Oui/Ja,H,41,Conthey,20221025180356
Gabrielle CORNUT-ZUFFEREY,LES VERTS,Oui/Ja,F,61,Sierre,20221025180356
Adeline CRETTENAND,VLR,Oui/Ja,F,28,Martigny,20221025180356
Narcisse CRETTENAND,VLR,Oui/Ja,H,67,Martigny,20221025180356
Blaise CRETTOL,AC,Oui/Ja,H,50,Sierre,20221025180356
Lucile CURDY,PS-GC,Oui/Ja,F,23,Conthey,20221025180356
Alina DARBELLAY,LES VERTS,Oui/Ja,F,55,Sion,20221025180356
Pierre DARBELLAY,Le Centre,Oui/Ja,H,34,Entremont,20221025180356
Olivier DERIVAZ,PS-GC,Oui/Ja,H,58,Monthey,20221025180356
Eric DESSIMOZ,LES VERTS,Oui/Ja,H,57,Conthey,20221025180356
Arnaud DUBOIS,VLR,Oui/Ja,H,37,Monthey,20221025180356
Corinne DUC BONVIN,PS-GC,Oui/Ja,F,55,Sierre,20221025180356
Sophie DUCREY,AC,Oui/Ja,F,27,Monthey,20221025180356
Marius DUMOULIN,Le Centre,Oui/Ja,H,67,Sion,20221025180356
Jean-Marc DUPONT,PS-GC,Oui/Ja,H,64,Martigny,20221025180356
Christian ESCHER,CSPO,Oui/Ja,H,43,Brig,20221025180356
Florian EVEQUOZ,AC,Oui/Ja,H,41,Conthey,20221025180356
German EYER,ZUK-VS,Oui/Ja,H,61,Brig,20221025180356
Natascha FARQUET,VLR,Oui/Ja,F,40,Martigny,20221025180356
