name,group,vote,Genre,Âge,District,affairVoteId
Matteo ABÄCHERLI,CVPO,Oui/Ja,H,33,Visp,20211104105109
Claudia ALPIGER,ZUK-VS,Abst./Enth.,F,32,Brig,20211104105109
Romano AMACKER,SVPO,Oui/Ja,H,24,Westlich Raron,20211104105109
Maria ARNOLD-ESCHER,CVPO,Oui/Ja,F,58,Brig,20211104105109
Gabrielle BARRAS,UDC,Oui/Ja,F,58,Sion,20211104105109
Léonard BENDER,AC,Abst./Enth.,H,54,Martigny,20211104105109
Philippe BENDER,VLR,Oui/Ja,H,71,Martigny,20211104105109
Jacques BLANC,AC,Abst./Enth.,H,67,Hérens,20211104105109
Vincent BOAND,UDC,Oui/Ja,H,36,Sion,20211104105109
Jean BONNARD,AC,Oui/Ja,H,72,Sion,20211104105109
Alex BONVIN,UDC,Oui/Ja,H,62,Sierre,20211104105109
Nicolas BONVIN,PDC,Oui/Ja,H,32,Sierre,20211104105109
Sophie BORNET,PDC,Abst./Enth.,F,53,Conthey,20211104105109
Gaël BOURGEOIS,AdG,Abst./Enth.,H,38,Martigny,20211104105109
Hermann BRUNNER,CSPO,Oui/Ja,H,67,Westlich Raron,20211104105109
Michael BURGENER,CVPO,Oui/Ja,H,40,Visp,20211104105109
Paul BURGENER,CVPO,Oui/Ja,H,68,Visp,20211104105109
Peter BURRI,ZUK-VS,Oui/Ja,H,56,Visp,20211104105109
Mathieu CALOZ,VLR,Abst./Enth.,H,28,Sierre,20211104105109
Florine CARRON,LES VERTS,Abst./Enth.,F,43,Martigny,20211104105109
Florence CARRON DARBELLAY,PDC,Oui/Ja,F,48,Martigny,20211104105109
Patricia CASAYS,PDC,Oui/Ja,F,74,Monthey,20211104105109
Jean-Dominique CIPOLLA,UDC,Oui/Ja,H,74,Martigny,20211104105109
Stéphane CLAVIEN,VLR,Abst./Enth.,H,64,Sierre,20211104105109
Damien CLERC,PDC,Oui/Ja,H,40,Conthey,20211104105109
Gabrielle CORNUT-ZUFFEREY,LES VERTS,Non/Nein,F,60,Sierre,20211104105109
Adeline CRETTENAND,VLR,Abst./Enth.,F,27,Martigny,20211104105109
Narcisse CRETTENAND,VLR,Abst./Enth.,H,66,Martigny,20211104105109
Blaise CRETTOL,AC,Abst./Enth.,H,49,Sierre,20211104105109
Cilette CRETTON,AC,Oui/Ja,F,76,Martigny,20211104105109
Lucile CURDY,AdG,Abst./Enth.,F,22,Conthey,20211104105109
Pierre DARBELLAY,PDC,Oui/Ja,H,33,Entremont,20211104105109
Olivier DERIVAZ,AdG,Abst./Enth.,H,57,Monthey,20211104105109
Ralph DESSIMOZ,PDC,Oui/Ja,H,57,Conthey,20211104105109
Arnaud DUBOIS,VLR,Abst./Enth.,H,36,Monthey,20211104105109
Corinne DUC BONVIN,AdG,Abst./Enth.,F,54,Sierre,20211104105109
Sophie DUCREY,AC,Abst./Enth.,F,26,Monthey,20211104105109
Marius DUMOULIN,PDC,Oui/Ja,H,66,Sion,20211104105109
Jean-Marc DUPONT,AdG,Abst./Enth.,H,63,Martigny,20211104105109
Florian EVEQUOZ,AC,Oui/Ja,H,40,Conthey,20211104105109
German EYER,ZUK-VS,Abst./Enth.,H,61,Brig,20211104105109
Natascha FARQUET,VLR,Abst./Enth.,F,39,Martigny,20211104105109
Florent FAVRE,PDC,Oui/Ja,H,27,Conthey,20211104105109
Mélanie FOLLONIER,VLR,Abst./Enth.,F,29,Hérens,20211104105109
Sandro FONTANA,PDC,Oui/Ja,H,55,Monthey,20211104105109
Sabine FOURNIER,LES VERTS,Abst./Enth.,F,46,St-Maurice,20211104105109
Damien FUMEAUX,UDC,Non/Nein,H,24,Conthey,20211104105109
Pascale FUMEAUX,AC,Abst./Enth.,F,39,Conthey,20211104105109
Claudia GAILLARD MOREND,LES VERTS,Abst./Enth.,F,55,Hérens,20211104105109
Marc-Antoine GENOLET,UDC,Abst./Enth.,H,57,Hérens,20211104105109
François GENOUD,VLR,Abst./Enth.,H,69,Sierre,20211104105109
Géraldine GIANADDA,VLR,Abst./Enth.,F,54,Martigny,20211104105109
Géraldine GRANGES-GUENOT,UDC,Non/Nein,F,46,Martigny,20211104105109
Ida HÄFLIGER,CSPO,Abst./Enth.,F,64,Visp,20211104105109
Christelle HERITIER,VLR,Abst./Enth.,F,36,Sion,20211104105109
Monika HOLZEGGER,ZUK-VS,Oui/Ja,F,47,Brig,20211104105109
Lukas JÄGER,SVPO,Oui/Ja,H,66,Leuk,20211104105109
Lukas KALBERMATTEN,CVPO,Oui/Ja,H,50,Westlich Raron,20211104105109
Dominik KNUBEL,CVPO,Oui/Ja,H,41,Westlich Raron,20211104105109
Michael KREUZER,SVPO,Oui/Ja,H,32,Visp,20211104105109
Madeleine KUONEN-EGGO,ZUK-VS,Abst./Enth.,F,62,Leuk,20211104105109
Alain LÉGER,PDC,Oui/Ja,H,43,Martigny,20211104105109
Jean-François LOVEY,AC,Abst./Enth.,H,67,Entremont,20211104105109
Damien LUISIER,PDC,Oui/Ja,H,28,Martigny,20211104105109
Vincent LUYET,AC,Abst./Enth.,H,44,Sion,20211104105109
Natacha MARET,PDC,Oui/Ja,F,38,Entremont,20211104105109
Rainer MATHIER,CVPO,Oui/Ja,H,64,Leuk,20211104105109
Thomas MATTER,CSPO,Oui/Ja,H,55,Leuk,20211104105109
Kamy MAY,PDC,Oui/Ja,F,27,Entremont,20211104105109
Fabienne MURMANN,CVPO,Oui/Ja,F,40,Leuk,20211104105109
Jean-Daniel NANCHEN,LES VERTS,Abst./Enth.,H,64,Sierre,20211104105109
Claude NANÇOZ,VLR,Abst./Enth.,H,69,Conthey,20211104105109
