name,group,vote,Genre,Âge,District,affairVoteId
Matteo ABÄCHERLI,CVPO,Non/Nein,H,32,Visp,20201105102953
Claudia ALPIGER,ZUK-VS,Oui/Ja,F,31,Brig,20201105102953
Romano AMACKER,SVPO,Oui/Ja,H,23,Westlich Raron,20201105102953
Maria ARNOLD-ESCHER,CVPO,Non/Nein,F,57,Brig,20201105102953
Peter BÄHLER,SVPO,Oui/Ja,H,67,Goms,20201105102953
Fabrice BENDER,VLR,Abst./Enth.,H,51,St-Maurice,20201105102953
Philippe BENDER,VLR,Non/Nein,H,70,Martigny,20201105102953
Vincent BOAND,UDC,Non/Nein,H,35,Sion,20201105102953
Jean BONNARD,AC,Oui/Ja,H,71,Sion,20201105102953
Nicolas BONVIN,PDC,Abst./Enth.,H,31,Sierre,20201105102953
Sophie BORNET,PDC,Abst./Enth.,F,52,Conthey,20201105102953
Gaël BOURGEOIS,AdG,Abst./Enth.,H,37,Martigny,20201105102953
Hermann BRUNNER,CSPO,Oui/Ja,H,66,Westlich Raron,20201105102953
Michael BURGENER,CVPO,Non/Nein,H,39,Visp,20201105102953
Peter BURRI,ZUK-VS,Oui/Ja,H,55,Visp,20201105102953
Chantal CARLEN,CVPO,Non/Nein,F,28,Goms,20201105102953
Florine CARRON,LES VERTS,Abst./Enth.,F,42,Martigny,20201105102953
Florence CARRON DARBELLAY,PDC,Abst./Enth.,F,47,Martigny,20201105102953
Patricia CASAYS,PDC,Abst./Enth.,F,73,Monthey,20201105102953
Nicolas CHABLAIS,VLR,Oui/Ja,H,32,Monthey,20201105102953
Jean-Dominique CIPOLLA,UDC,Non/Nein,H,73,Martigny,20201105102953
Stéphane CLAVIEN,VLR,Abst./Enth.,H,63,Sierre,20201105102953
Damien CLERC,PDC,Abst./Enth.,H,39,Conthey,20201105102953
Gabrielle CORNUT-ZUFFEREY,LES VERTS,Abst./Enth.,F,59,Sierre,20201105102953
Adeline CRETTENAND,VLR,Abst./Enth.,F,26,Martigny,20201105102953
Narcisse CRETTENAND,VLR,Abst./Enth.,H,65,Martigny,20201105102953
Blaise CRETTOL,AC,Abst./Enth.,H,48,Sierre,20201105102953
Lucile CURDY,AdG,Abst./Enth.,F,21,Conthey,20201105102953
Alina DARBELLAY,LES VERTS,Abst./Enth.,F,53,Sion,20201105102953
Pierre DARBELLAY,PDC,Abst./Enth.,H,32,Entremont,20201105102953
Arnaud DUBOIS,VLR,Abst./Enth.,H,35,Monthey,20201105102953
Sophie DUCREY,AC,Abst./Enth.,F,25,Monthey,20201105102953
Marius DUMOULIN,PDC,Abst./Enth.,H,65,Sion,20201105102953
Jean-Marc DUPONT,AdG,Abst./Enth.,H,62,Martigny,20201105102953
Florian EVEQUOZ,AC,Non/Nein,H,39,Conthey,20201105102953
German EYER,ZUK-VS,Non/Nein,H,59,Brig,20201105102953
Mélanie FOLLONIER,VLR,Abst./Enth.,F,28,Hérens,20201105102953
Sandro FONTANA,PDC,Abst./Enth.,H,54,Monthey,20201105102953
Jérôme FORMAZ,UDC,Non/Nein,H,44,Entremont,20201105102953
Sabine FOURNIER,LES VERTS,Abst./Enth.,F,45,St-Maurice,20201105102953
Damien FUMEAUX,UDC,Non/Nein,H,22,Conthey,20201105102953
