name,group,vote,Genre,Âge,District,affairVoteId
Claudia ALPIGER,ZUK-VS,Oui/Ja,F,31,Brig,20201009102716
Romano AMACKER,SVPO,Non/Nein,H,23,Westlich Raron,20201009102716
Maria ARNOLD-ESCHER,CVPO,Non/Nein,F,57,Brig,20201009102716
Peter BÄHLER,SVPO,Non/Nein,H,67,Goms,20201009102716
Fabrice BENDER,VLR,Non/Nein,H,51,St-Maurice,20201009102716
Léonard BENDER,AC,Oui/Ja,H,52,Martigny,20201009102716
Philippe BENDER,VLR,Non/Nein,H,70,Martigny,20201009102716
Claudy BESSE,UDC,Non/Nein,H,56,Monthey,20201009102716
Jacques BLANC,AC,Abst./Enth.,H,66,Hérens,20201009102716
Vincent BOAND,UDC,Oui/Ja,H,35,Sion,20201009102716
Jean BONNARD,AC,Oui/Ja,H,71,Sion,20201009102716
Alex BONVIN,UDC,Non/Nein,H,61,Sierre,20201009102716
Nicolas BONVIN,PDC,Oui/Ja,H,31,Sierre,20201009102716
Gaël BOURGEOIS,AdG,Oui/Ja,H,37,Martigny,20201009102716
Hermann BRUNNER,CSPO,Oui/Ja,H,66,Westlich Raron,20201009102716
Michael BURGENER,CVPO,Oui/Ja,H,39,Visp,20201009102716
Paul BURGENER,CVPO,Oui/Ja,H,67,Visp,20201009102716
Peter BURRI,ZUK-VS,Oui/Ja,H,55,Visp,20201009102716
Mathieu CALOZ,VLR,Oui/Ja,H,27,Sierre,20201009102716
Chantal CARLEN,CVPO,Non/Nein,F,28,Goms,20201009102716
Florine CARRON,LES VERTS,Oui/Ja,F,42,Martigny,20201009102716
Florence CARRON DARBELLAY,PDC,Non/Nein,F,47,Martigny,20201009102716
Patricia CASAYS,PDC,Non/Nein,F,73,Monthey,20201009102716
Nicolas CHABLAIS,VLR,Non/Nein,H,32,Monthey,20201009102716
Jean-Dominique CIPOLLA,UDC,Non/Nein,H,73,Martigny,20201009102716
Stéphane CLAVIEN,VLR,Non/Nein,H,63,Sierre,20201009102716
Damien CLERC,PDC,Non/Nein,H,39,Conthey,20201009102716
Gabrielle CORNUT-ZUFFEREY,LES VERTS,Oui/Ja,F,59,Sierre,20201009102716
Adeline CRETTENAND,VLR,Non/Nein,F,26,Martigny,20201009102716
Narcisse CRETTENAND,VLR,Non/Nein,H,65,Martigny,20201009102716
Blaise CRETTOL,AC,Oui/Ja,H,48,Sierre,20201009102716
Cilette CRETTON,AC,Non/Nein,F,75,Martigny,20201009102716
Lucile CURDY,AdG,Oui/Ja,F,21,Conthey,20201009102716
Pierre DARBELLAY,PDC,Non/Nein,H,32,Entremont,20201009102716
Olivier DERIVAZ,AdG,Oui/Ja,H,56,Monthey,20201009102716
Ralph DESSIMOZ,PDC,Non/Nein,H,56,Conthey,20201009102716
Arnaud DUBOIS,VLR,Non/Nein,H,35,Monthey,20201009102716
Alain DUBOSSON,UDC,Non/Nein,H,21,Monthey,20201009102716
