name,group,vote,Genre,Âge,District,affairVoteId
Matteo ABÄCHERLI,CVPO,Abst./Enth.,H,33,Visp,20211005120847
Claudia ALPIGER,ZUK-VS,Non/Nein,F,32,Brig,20211005120847
Romano AMACKER,SVPO,Abst./Enth.,H,24,Westlich Raron,20211005120847
Maria ARNOLD-ESCHER,CVPO,Oui/Ja,F,58,Brig,20211005120847
Peter BÄHLER,SVPO,Oui/Ja,H,68,Goms,20211005120847
Gabrielle BARRAS,UDC,Oui/Ja,F,58,Sion,20211005120847
Léonard BENDER,AC,Oui/Ja,H,54,Martigny,20211005120847
Philippe BENDER,VLR,Abst./Enth.,H,71,Martigny,20211005120847
Claudy BESSE,UDC,Abst./Enth.,H,57,Monthey,20211005120847
Jacques BLANC,AC,Oui/Ja,H,67,Hérens,20211005120847
Vincent BOAND,UDC,Abst./Enth.,H,36,Sion,20211005120847
Jean BONNARD,AC,Oui/Ja,H,72,Sion,20211005120847
Alex BONVIN,UDC,Oui/Ja,H,62,Sierre,20211005120847
Nicolas BONVIN,PDC,Abst./Enth.,H,32,Sierre,20211005120847
Sophie BORNET,PDC,Oui/Ja,F,53,Conthey,20211005120847
Gaël BOURGEOIS,AdG,Oui/Ja,H,38,Martigny,20211005120847
Hermann BRUNNER,CSPO,Oui/Ja,H,67,Westlich Raron,20211005120847
Michael BURGENER,CVPO,Abst./Enth.,H,40,Visp,20211005120847
Paul BURGENER,CVPO,Oui/Ja,H,68,Visp,20211005120847
Peter BURRI,ZUK-VS,Oui/Ja,H,56,Visp,20211005120847
Mathieu CALOZ,VLR,Oui/Ja,H,28,Sierre,20211005120847
Chantal CARLEN,CVPO,Oui/Ja,F,29,Goms,20211005120847
Florence CARRON DARBELLAY,PDC,Oui/Ja,F,48,Martigny,20211005120847
Patricia CASAYS,PDC,Oui/Ja,F,74,Monthey,20211005120847
Jean-Dominique CIPOLLA,UDC,Abst./Enth.,H,74,Martigny,20211005120847
Stéphane CLAVIEN,VLR,Oui/Ja,H,64,Sierre,20211005120847
Damien CLERC,PDC,Oui/Ja,H,40,Conthey,20211005120847
Adeline CRETTENAND,VLR,Oui/Ja,F,27,Martigny,20211005120847
Narcisse CRETTENAND,VLR,Oui/Ja,H,66,Martigny,20211005120847
Blaise CRETTOL,AC,Oui/Ja,H,49,Sierre,20211005120847
Cilette CRETTON,AC,Oui/Ja,F,76,Martigny,20211005120847
