name,group,vote,Genre,Âge,District,affairVoteId
Matteo ABÄCHERLI,CVPO,Oui/Ja,H,33,Visp,20211019165941
Claudia ALPIGER,ZUK-VS,Abst./Enth.,F,32,Brig,20211019165941
Romano AMACKER,SVPO,Oui/Ja,H,24,Westlich Raron,20211019165941
Maria ARNOLD-ESCHER,CVPO,Oui/Ja,F,58,Brig,20211019165941
Peter BÄHLER,SVPO,Oui/Ja,H,68,Goms,20211019165941
Léonard BENDER,AC,Non/Nein,H,54,Martigny,20211019165941
Philippe BENDER,VLR,Non/Nein,H,71,Martigny,20211019165941
Claudy BESSE,UDC,Oui/Ja,H,57,Monthey,20211019165941
Vincent BOAND,UDC,Oui/Ja,H,36,Sion,20211019165941
Jean BONNARD,AC,Non/Nein,H,72,Sion,20211019165941
Alex BONVIN,UDC,Oui/Ja,H,62,Sierre,20211019165941
Nicolas BONVIN,PDC,Oui/Ja,H,32,Sierre,20211019165941
Sophie BORNET,PDC,Oui/Ja,F,53,Conthey,20211019165941
Gaël BOURGEOIS,AdG,Oui/Ja,H,38,Martigny,20211019165941
Hermann BRUNNER,CSPO,Oui/Ja,H,67,Westlich Raron,20211019165941
Michael BURGENER,CVPO,Oui/Ja,H,40,Visp,20211019165941
Peter BURRI,ZUK-VS,Oui/Ja,H,56,Visp,20211019165941
Mathieu CALOZ,VLR,Non/Nein,H,28,Sierre,20211019165941
Florence CARRON DARBELLAY,PDC,Oui/Ja,F,48,Martigny,20211019165941
Patricia CASAYS,PDC,Oui/Ja,F,74,Monthey,20211019165941
Nicolas CHABLAIS,VLR,Non/Nein,H,33,Monthey,20211019165941
Jean-Dominique CIPOLLA,UDC,Oui/Ja,H,74,Martigny,20211019165941
Stéphane CLAVIEN,VLR,Non/Nein,H,64,Sierre,20211019165941
Gabrielle CORNUT-ZUFFEREY,LES VERTS,Abst./Enth.,F,60,Sierre,20211019165941
Adeline CRETTENAND,VLR,Non/Nein,F,27,Martigny,20211019165941
