name,group,vote,Genre,Âge,District,affairVoteId
Matteo ABÄCHERLI,CVPO,Non/Nein,H,33,Visp,20211209145100
Claudia ALPIGER,ZUK-VS,Oui/Ja,F,32,Brig,20211209145100
Romano AMACKER,SVPO,Non/Nein,H,24,Westlich Raron,20211209145100
Maria ARNOLD-ESCHER,CVPO,Non/Nein,F,58,Brig,20211209145100
Peter BÄHLER,SVPO,Non/Nein,H,68,Goms,20211209145100
Gabrielle BARRAS,UDC,Non/Nein,F,58,Sion,20211209145100
Léonard BENDER,AC,Oui/Ja,H,54,Martigny,20211209145100
Philippe BENDER,VLR,Non/Nein,H,71,Martigny,20211209145100
Claudy BESSE,UDC,Non/Nein,H,57,Monthey,20211209145100
Jacques BLANC,AC,Oui/Ja,H,67,Hérens,20211209145100
Vincent BOAND,UDC,Non/Nein,H,36,Sion,20211209145100
Jean BONNARD,AC,Oui/Ja,H,72,Sion,20211209145100
Alex BONVIN,UDC,Non/Nein,H,62,Sierre,20211209145100
Nicolas BONVIN,PDC,Oui/Ja,H,32,Sierre,20211209145100
Sophie BORNET,PDC,Oui/Ja,F,53,Conthey,20211209145100
Gaël BOURGEOIS,AdG,Oui/Ja,H,38,Martigny,20211209145100
Hermann BRUNNER,CSPO,Oui/Ja,H,67,Westlich Raron,20211209145100
Michael BURGENER,CVPO,Non/Nein,H,40,Visp,20211209145100
Paul BURGENER,CVPO,Oui/Ja,H,68,Visp,20211209145100
Peter BURRI,ZUK-VS,Non/Nein,H,56,Visp,20211209145100
Mathieu CALOZ,VLR,Non/Nein,H,28,Sierre,20211209145100
Florine CARRON,LES VERTS,Oui/Ja,F,43,Martigny,20211209145100
Florence CARRON DARBELLAY,PDC,Oui/Ja,F,48,Martigny,20211209145100
Patricia CASAYS,PDC,Oui/Ja,F,74,Monthey,20211209145100
Jean-Dominique CIPOLLA,UDC,Non/Nein,H,74,Martigny,20211209145100
Stéphane CLAVIEN,VLR,Abst./Enth.,H,64,Sierre,20211209145100
Gabrielle CORNUT-ZUFFEREY,LES VERTS,Oui/Ja,F,60,Sierre,20211209145100
Adeline CRETTENAND,VLR,Non/Nein,F,27,Martigny,20211209145100
Narcisse CRETTENAND,VLR,Non/Nein,H,66,Martigny,20211209145100
Blaise CRETTOL,AC,Oui/Ja,H,49,Sierre,20211209145100
Cilette CRETTON,AC,Oui/Ja,F,76,Martigny,20211209145100
Lucile CURDY,AdG,Oui/Ja,F,22,Conthey,20211209145100
Alina DARBELLAY,LES VERTS,Oui/Ja,F,54,Sion,20211209145100
Ralph DESSIMOZ,PDC,Oui/Ja,H,57,Conthey,20211209145100
Arnaud DUBOIS,VLR,Oui/Ja,H,36,Monthey,20211209145100
Alain DUBOSSON,UDC,Non/Nein,H,22,Monthey,20211209145100
Corinne DUC BONVIN,AdG,Oui/Ja,F,54,Sierre,20211209145100
Sophie DUCREY,AC,Oui/Ja,F,26,Monthey,20211209145100
Marius DUMOULIN,PDC,Oui/Ja,H,66,Sion,20211209145100
Jean-Marc DUPONT,AdG,Abst./Enth.,H,63,Martigny,20211209145100
Florian EVEQUOZ,AC,Oui/Ja,H,40,Conthey,20211209145100
German EYER,ZUK-VS,Oui/Ja,H,61,Brig,20211209145100
Natascha FARQUET,VLR,Oui/Ja,F,39,Martigny,20211209145100
Florent FAVRE,PDC,Oui/Ja,H,27,Conthey,20211209145100
Mélanie FOLLONIER,VLR,Non/Nein,F,29,Hérens,20211209145100
Sandro FONTANA,PDC,Oui/Ja,H,55,Monthey,20211209145100
Jérôme FORMAZ,UDC,Non/Nein,H,45,Entremont,20211209145100
Sabine FOURNIER,LES VERTS,Oui/Ja,F,46,St-Maurice,20211209145100
Damien FUMEAUX,UDC,Non/Nein,H,24,Conthey,20211209145100
Pascale FUMEAUX,AC,Oui/Ja,F,39,Conthey,20211209145100
Claudia GAILLARD MOREND,LES VERTS,Oui/Ja,F,55,Hérens,20211209145100
Marc-Antoine GENOLET,UDC,Non/Nein,H,57,Hérens,20211209145100
Géraldine GIANADDA,VLR,Oui/Ja,F,54,Martigny,20211209145100
Géraldine GRANGES GUENOT,UDC,Non/Nein,F,46,Martigny,20211209145100
Vincent GÜNTHER,LES VERTS,Oui/Ja,H,52,Martigny,20211209145100
Ida HÄFLIGER,CSPO,Oui/Ja,F,64,Visp,20211209145100
Monika HOLZEGGER,ZUK-VS,Oui/Ja,F,47,Brig,20211209145100
Lukas KALBERMATTEN,CVPO,Non/Nein,H,50,Westlich Raron,20211209145100
Dominik KNUBEL,CVPO,Non/Nein,H,41,Westlich Raron,20211209145100
Michael KREUZER,SVPO,Non/Nein,H,32,Visp,20211209145100
Ralph KUMMER,SVPO,Non/Nein,H,43,Brig,20211209145100
Madeleine KUONEN-EGGO,ZUK-VS,Oui/Ja,F,62,Leuk,20211209145100
Alain LÉGER,PDC,Oui/Ja,H,43,Martigny,20211209145100
Jean-François LOVEY,AC,Abst./Enth.,H,67,Entremont,20211209145100
Damien LUISIER,PDC,Non/Nein,H,28,Martigny,20211209145100
Vincent LUYET,AC,Oui/Ja,H,44,Sion,20211209145100
Natacha MARET,PDC,Oui/Ja,F,38,Entremont,20211209145100
Rainer MATHIER,CVPO,Non/Nein,H,64,Leuk,20211209145100
Thomas MATTER,CSPO,Oui/Ja,H,55,Leuk,20211209145100
Kamy MAY,PDC,Oui/Ja,F,27,Entremont,20211209145100
Nicolas METTAN,PDC,Oui/Ja,H,60,St-Maurice,20211209145100
Fabienne MURMANN,CVPO,Non/Nein,F,40,Leuk,20211209145100
Jean-Daniel NANCHEN,LES VERTS,Oui/Ja,H,64,Sierre,20211209145100
Claude NANÇOZ,VLR,Non/Nein,H,69,Conthey,20211209145100
