name,group,vote,Genre,Âge,District,affairVoteId
Matteo ABÄCHERLI,Die Mitte Oberwallis,Oui/Ja,H,34,Visp,20221025184206
Claudia ALPIGER,ZUK-VS,Oui/Ja,F,33,Brig,20221025184206
Romano AMACKER,SVPO,Non/Nein,H,25,Westlich Raron,20221025184206
Maria ARNOLD-ESCHER,Die Mitte Oberwallis,Oui/Ja,F,59,Brig,20221025184206
Peter BÄHLER,SVPO,Non/Nein,H,69,Goms,20221025184206
Gabrielle BARRAS,UDC,Non/Nein,F,59,Sion,20221025184206
Léonard BENDER,AC,Oui/Ja,H,54,Martigny,20221025184206
Philippe BENDER,VLR,Oui/Ja,H,72,Martigny,20221025184206
Claudy BESSE,UDC,Oui/Ja,H,58,Monthey,20221025184206
Vincent BOAND,UDC,Oui/Ja,H,37,Sion,20221025184206
Alex BONVIN,UDC,Non/Nein,H,63,Sierre,20221025184206
Nicolas BONVIN,Le Centre,Oui/Ja,H,33,Sierre,20221025184206
Sophie BORNET,Le Centre,Oui/Ja,F,54,Conthey,20221025184206
Gaël BOURGEOIS,PS-GC,Oui/Ja,H,39,Martigny,20221025184206
Hermann BRUNNER,CSPO,Oui/Ja,H,68,Westlich Raron,20221025184206
Paul BURGENER,Die Mitte Oberwallis,Oui/Ja,H,69,Visp,20221025184206
Peter BURRI,ZUK-VS,Oui/Ja,H,57,Visp,20221025184206
Mathieu CALOZ,VLR,Oui/Ja,H,29,Sierre,20221025184206
Chantal CARLEN,Die Mitte Oberwallis,Oui/Ja,F,30,Goms,20221025184206
Florine CARRON,LES VERTS,Oui/Ja,F,44,Martigny,20221025184206
Florence CARRON DARBELLAY,Le Centre,Oui/Ja,F,49,Martigny,20221025184206
Patricia CASAYS,Le Centre,Oui/Ja,F,75,Monthey,20221025184206
Jean-Dominique CIPOLLA,UDC,Non/Nein,H,75,Martigny,20221025184206
Stéphane CLAVIEN,VLR,Oui/Ja,H,65,Sierre,20221025184206
Damien CLERC,Le Centre,Oui/Ja,H,41,Conthey,20221025184206
Gabrielle CORNUT-ZUFFEREY,LES VERTS,Oui/Ja,F,61,Sierre,20221025184206
Adeline CRETTENAND,VLR,Oui/Ja,F,28,Martigny,20221025184206
Narcisse CRETTENAND,VLR,Oui/Ja,H,67,Martigny,20221025184206
Blaise CRETTOL,AC,Oui/Ja,H,50,Sierre,20221025184206
Lucile CURDY,PS-GC,Oui/Ja,F,23,Conthey,20221025184206
Alina DARBELLAY,LES VERTS,Oui/Ja,F,55,Sion,20221025184206
Pierre DARBELLAY,Le Centre,Oui/Ja,H,34,Entremont,20221025184206
Olivier DERIVAZ,PS-GC,Oui/Ja,H,58,Monthey,20221025184206
Eric DESSIMOZ,LES VERTS,Oui/Ja,H,57,Conthey,20221025184206
Arnaud DUBOIS,VLR,Oui/Ja,H,37,Monthey,20221025184206
Corinne DUC BONVIN,PS-GC,Oui/Ja,F,55,Sierre,20221025184206
Sophie DUCREY,AC,Oui/Ja,F,27,Monthey,20221025184206
Marius DUMOULIN,Le Centre,Oui/Ja,H,67,Sion,20221025184206
Jean-Marc DUPONT,PS-GC,Oui/Ja,H,64,Martigny,20221025184206
Christian ESCHER,CSPO,Oui/Ja,H,43,Brig,20221025184206
Florian EVEQUOZ,AC,Oui/Ja,H,41,Conthey,20221025184206
German EYER,ZUK-VS,Oui/Ja,H,61,Brig,20221025184206
Florent FAVRE,Le Centre,Oui/Ja,H,28,Conthey,20221025184206
Mélanie FOLLONIER,VLR,Oui/Ja,F,30,Hérens,20221025184206
Sandro FONTANA,Le Centre,Oui/Ja,H,56,Monthey,20221025184206
Jérôme FORMAZ,UDC,Oui/Ja,H,46,Entremont,20221025184206
Sabine FOURNIER,LES VERTS,Oui/Ja,F,47,St-Maurice,20221025184206
Damien FUMEAUX,UDC,Oui/Ja,H,24,Conthey,20221025184206
Pascale FUMEAUX,AC,Oui/Ja,F,40,Conthey,20221025184206
