name,group,vote,Genre,Âge,District,affairVoteId
Matteo ABÄCHERLI,Die Mitte Oberwallis,Oui/Ja,H,34,Visp,20220920161454
Claudia ALPIGER,ZUK-VS,Non/Nein,F,33,Brig,20220920161454
Romano AMACKER,SVPO,Oui/Ja,H,25,Westlich Raron,20220920161454
Maria ARNOLD-ESCHER,Die Mitte Oberwallis,Oui/Ja,F,59,Brig,20220920161454
Peter BÄHLER,SVPO,Oui/Ja,H,69,Goms,20220920161454
Gabrielle BARRAS,UDC,Oui/Ja,F,59,Sion,20220920161454
Léonard BENDER,AC,Non/Nein,H,54,Martigny,20220920161454
Philippe BENDER,VLR,Oui/Ja,H,72,Martigny,20220920161454
Claudy BESSE,UDC,Oui/Ja,H,58,Monthey,20220920161454
Jacques BLANC,AC,Non/Nein,H,68,Hérens,20220920161454
Vincent BOAND,UDC,Non/Nein,H,37,Sion,20220920161454
Alex BONVIN,UDC,Oui/Ja,H,63,Sierre,20220920161454
Nicolas BONVIN,Le Centre,Oui/Ja,H,33,Sierre,20220920161454
Sophie BORNET,Le Centre,Oui/Ja,F,54,Conthey,20220920161454
Gaël BOURGEOIS,PS-GC,Non/Nein,H,39,Martigny,20220920161454
Hermann BRUNNER,CSPO,Oui/Ja,H,68,Westlich Raron,20220920161454
Michael BURGENER,Die Mitte Oberwallis,Oui/Ja,H,41,Visp,20220920161454
Paul BURGENER,Die Mitte Oberwallis,Oui/Ja,H,69,Visp,20220920161454
Peter BURRI,ZUK-VS,Oui/Ja,H,57,Visp,20220920161454
Mathieu CALOZ,VLR,Oui/Ja,H,29,Sierre,20220920161454
Chantal CARLEN,Die Mitte Oberwallis,Oui/Ja,F,30,Goms,20220920161454
Florine CARRON,LES VERTS,Non/Nein,F,44,Martigny,20220920161454
Florence CARRON DARBELLAY,Le Centre,Oui/Ja,F,49,Martigny,20220920161454
Patricia CASAYS,Le Centre,Oui/Ja,F,75,Monthey,20220920161454
Jean-Dominique CIPOLLA,UDC,Oui/Ja,H,75,Martigny,20220920161454
Stéphane CLAVIEN,VLR,Oui/Ja,H,65,Sierre,20220920161454
Damien CLERC,Le Centre,Oui/Ja,H,41,Conthey,20220920161454
Gabrielle CORNUT-ZUFFEREY,LES VERTS,Non/Nein,F,61,Sierre,20220920161454
Adeline CRETTENAND,VLR,Oui/Ja,F,28,Martigny,20220920161454
Narcisse CRETTENAND,VLR,Oui/Ja,H,67,Martigny,20220920161454
Blaise CRETTOL,AC,Non/Nein,H,50,Sierre,20220920161454
Cilette CRETTON,AC,Non/Nein,F,77,Martigny,20220920161454
Lucile CURDY,PS-GC,Non/Nein,F,23,Conthey,20220920161454
Alina DARBELLAY,LES VERTS,Non/Nein,F,55,Sion,20220920161454
Pierre DARBELLAY,Le Centre,Oui/Ja,H,34,Entremont,20220920161454
Olivier DERIVAZ,PS-GC,Non/Nein,H,58,Monthey,20220920161454
Eric DESSIMOZ,LES VERTS,Non/Nein,H,57,Conthey,20220920161454
Arnaud DUBOIS,VLR,Abst./Enth.,H,37,Monthey,20220920161454
Corinne DUC BONVIN,PS-GC,Non/Nein,F,55,Sierre,20220920161454
Sophie DUCREY,AC,Non/Nein,F,27,Monthey,20220920161454
Marius DUMOULIN,Le Centre,Oui/Ja,H,67,Sion,20220920161454
Jean-Marc DUPONT,PS-GC,Non/Nein,H,64,Martigny,20220920161454
Christian ESCHER,CSPO,Non/Nein,H,43,Brig,20220920161454
Florian EVEQUOZ,AC,Non/Nein,H,41,Conthey,20220920161454
German EYER,ZUK-VS,Non/Nein,H,61,Brig,20220920161454
Natascha FARQUET,VLR,Oui/Ja,F,40,Martigny,20220920161454
Florent FAVRE,Le Centre,Oui/Ja,H,28,Conthey,20220920161454
Mélanie FOLLONIER,VLR,Oui/Ja,F,30,Hérens,20220920161454
Sandro FONTANA,Le Centre,Oui/Ja,H,56,Monthey,20220920161454
Jérôme FORMAZ,UDC,Oui/Ja,H,46,Entremont,20220920161454
Sabine FOURNIER,LES VERTS,Non/Nein,F,47,St-Maurice,20220920161454
Damien FUMEAUX,UDC,Non/Nein,H,24,Conthey,20220920161454
Sandro FUX,SVPO,Oui/Ja,H,34,Brig,20220920161454
Claudia GAILLARD MOREND,LES VERTS,Non/Nein,F,56,Hérens,20220920161454
Marc-Antoine GENOLET,UDC,Oui/Ja,H,58,Hérens,20220920161454
François GENOUD,VLR,Oui/Ja,H,70,Sierre,20220920161454
Anne-Marie GRAND,Le Centre,Oui/Ja,F,50,Conthey,20220920161454
Vincent GÜNTHER,LES VERTS,Non/Nein,H,53,Martigny,20220920161454
Ida HÄFLIGER,CSPO,Non/Nein,F,65,Visp,20220920161454
Christelle HERITIER,VLR,Oui/Ja,F,37,Sion,20220920161454
Monika HOLZEGGER,ZUK-VS,Oui/Ja,F,48,Brig,20220920161454
Lukas JÄGER,SVPO,Oui/Ja,H,67,Leuk,20220920161454
Lukas KALBERMATTEN,Die Mitte Oberwallis,Oui/Ja,H,51,Westlich Raron,20220920161454
Dominik KNUBEL,Die Mitte Oberwallis,Oui/Ja,H,42,Westlich Raron,20220920161454
Michael KREUZER,SVPO,Oui/Ja,H,33,Visp,20220920161454
Madeleine KUONEN-EGGO,ZUK-VS,Non/Nein,F,63,Leuk,20220920161454
Alain LÉGER,Le Centre,Oui/Ja,H,44,Martigny,20220920161454
Jean-François LOVEY,AC,Non/Nein,H,67,Entremont,20220920161454
Vincent LUYET,AC,Non/Nein,H,45,Sion,20220920161454
Natacha MARET,Le Centre,Oui/Ja,F,39,Entremont,20220920161454
Thomas MATTER,CSPO,Oui/Ja,H,56,Leuk,20220920161454
