name,group,vote,Genre,Âge,District,affairVoteId
Claudia ALPIGER,ZUK-VS,Non/Nein,F,33,Brig,20220901101236
Romano AMACKER,SVPO,Oui/Ja,H,25,Westlich Raron,20220901101236
Maria ARNOLD-ESCHER,Die Mitte Oberwallis,Oui/Ja,F,59,Brig,20220901101236
Peter BÄHLER,SVPO,Oui/Ja,H,69,Goms,20220901101236
Gabrielle BARRAS,UDC,Non/Nein,F,59,Sion,20220901101236
Léonard BENDER,AC,Oui/Ja,H,54,Martigny,20220901101236
Philippe BENDER,VLR,Oui/Ja,H,72,Martigny,20220901101236
Claudy BESSE,UDC,Non/Nein,H,58,Monthey,20220901101236
Jacques BLANC,AC,Oui/Ja,H,68,Hérens,20220901101236
Vincent BOAND,UDC,Non/Nein,H,37,Sion,20220901101236
Alex BONVIN,UDC,Non/Nein,H,63,Sierre,20220901101236
Nicolas BONVIN,Le Centre,Oui/Ja,H,33,Sierre,20220901101236
Sophie BORNET,Le Centre,Oui/Ja,F,54,Conthey,20220901101236
Gaël BOURGEOIS,PS-GC,Oui/Ja,H,39,Martigny,20220901101236
Hermann BRUNNER,CSPO,Oui/Ja,H,68,Westlich Raron,20220901101236
Michael BURGENER,Die Mitte Oberwallis,Abst./Enth.,H,41,Visp,20220901101236
Paul BURGENER,Die Mitte Oberwallis,Non/Nein,H,69,Visp,20220901101236
Peter BURRI,ZUK-VS,Non/Nein,H,57,Visp,20220901101236
Mathieu CALOZ,VLR,Oui/Ja,H,29,Sierre,20220901101236
Chantal CARLEN,Die Mitte Oberwallis,Oui/Ja,F,30,Goms,20220901101236
Florine CARRON,LES VERTS,Oui/Ja,F,44,Martigny,20220901101236
Florence CARRON DARBELLAY,Le Centre,Oui/Ja,F,49,Martigny,20220901101236
Patricia CASAYS,Le Centre,Abst./Enth.,F,75,Monthey,20220901101236
Jean-Dominique CIPOLLA,UDC,Non/Nein,H,75,Martigny,20220901101236
Stéphane CLAVIEN,VLR,Oui/Ja,H,65,Sierre,20220901101236
Damien CLERC,Le Centre,Oui/Ja,H,41,Conthey,20220901101236
Gabrielle CORNUT-ZUFFEREY,LES VERTS,Oui/Ja,F,61,Sierre,20220901101236
Adeline CRETTENAND,VLR,Oui/Ja,F,28,Martigny,20220901101236
Narcisse CRETTENAND,VLR,Oui/Ja,H,67,Martigny,20220901101236
Blaise CRETTOL,AC,Oui/Ja,H,50,Sierre,20220901101236
Cilette CRETTON,AC,Non/Nein,F,77,Martigny,20220901101236
Lucile CURDY,PS-GC,Oui/Ja,F,23,Conthey,20220901101236
