name,group,vote,Genre,Âge,District,affairVoteId
Matteo ABÄCHERLI,CVPO,Oui/Ja,H,33,Visp,20211209115846
Claudia ALPIGER,ZUK-VS,Oui/Ja,F,32,Brig,20211209115846
Romano AMACKER,SVPO,Non/Nein,H,24,Westlich Raron,20211209115846
Maria ARNOLD-ESCHER,CVPO,Abst./Enth.,F,58,Brig,20211209115846
Peter BÄHLER,SVPO,Non/Nein,H,68,Goms,20211209115846
Gabrielle BARRAS,UDC,Non/Nein,F,58,Sion,20211209115846
Léonard BENDER,AC,Oui/Ja,H,54,Martigny,20211209115846
Philippe BENDER,VLR,Non/Nein,H,71,Martigny,20211209115846
Claudy BESSE,UDC,Abst./Enth.,H,57,Monthey,20211209115846
Jacques BLANC,AC,Oui/Ja,H,67,Hérens,20211209115846
Vincent BOAND,UDC,Non/Nein,H,36,Sion,20211209115846
Jean BONNARD,AC,Oui/Ja,H,72,Sion,20211209115846
Alex BONVIN,UDC,Non/Nein,H,62,Sierre,20211209115846
Nicolas BONVIN,PDC,Oui/Ja,H,32,Sierre,20211209115846
Sophie BORNET,PDC,Oui/Ja,F,53,Conthey,20211209115846
Gaël BOURGEOIS,AdG,Oui/Ja,H,38,Martigny,20211209115846
Hermann BRUNNER,CSPO,Non/Nein,H,67,Westlich Raron,20211209115846
Michael BURGENER,CVPO,Non/Nein,H,40,Visp,20211209115846
Paul BURGENER,CVPO,Oui/Ja,H,68,Visp,20211209115846
Peter BURRI,ZUK-VS,Non/Nein,H,56,Visp,20211209115846
Mathieu CALOZ,VLR,Non/Nein,H,28,Sierre,20211209115846
Florine CARRON,LES VERTS,Oui/Ja,F,43,Martigny,20211209115846
Florence CARRON DARBELLAY,PDC,Oui/Ja,F,48,Martigny,20211209115846
Patricia CASAYS,PDC,Abst./Enth.,F,74,Monthey,20211209115846
Jean-Dominique CIPOLLA,UDC,Non/Nein,H,74,Martigny,20211209115846
Stéphane CLAVIEN,VLR,Non/Nein,H,64,Sierre,20211209115846
Gabrielle CORNUT-ZUFFEREY,LES VERTS,Oui/Ja,F,60,Sierre,20211209115846
