name,group,vote,Genre,Âge,District,affairVoteId
Matteo ABÄCHERLI,CVPO,Non/Nein,H,32,Visp,20201106115155
Claudia ALPIGER,ZUK-VS,Non/Nein,F,31,Brig,20201106115155
Romano AMACKER,SVPO,Oui/Ja,H,23,Westlich Raron,20201106115155
Maria ARNOLD-ESCHER,CVPO,Non/Nein,F,57,Brig,20201106115155
Peter BÄHLER,SVPO,Oui/Ja,H,67,Goms,20201106115155
Gabrielle BARRAS,UDC,Oui/Ja,F,57,Sion,20201106115155
Fabrice BENDER,VLR,Oui/Ja,H,51,St-Maurice,20201106115155
Philippe BENDER,VLR,Oui/Ja,H,70,Martigny,20201106115155
Claudy BESSE,UDC,Oui/Ja,H,56,Monthey,20201106115155
Vincent BOAND,UDC,Oui/Ja,H,35,Sion,20201106115155
Jean BONNARD,AC,Non/Nein,H,71,Sion,20201106115155
Alex BONVIN,UDC,Oui/Ja,H,61,Sierre,20201106115155
Nicolas BONVIN,PDC,Abst./Enth.,H,31,Sierre,20201106115155
Sophie BORNET,PDC,Non/Nein,F,52,Conthey,20201106115155
Gaël BOURGEOIS,AdG,Non/Nein,H,37,Martigny,20201106115155
Hermann BRUNNER,CSPO,Oui/Ja,H,66,Westlich Raron,20201106115155
Michael BURGENER,CVPO,Oui/Ja,H,39,Visp,20201106115155
Peter BURRI,ZUK-VS,Oui/Ja,H,55,Visp,20201106115155
Florine CARRON,LES VERTS,Non/Nein,F,42,Martigny,20201106115155
Florence CARRON DARBELLAY,PDC,Non/Nein,F,47,Martigny,20201106115155
Patricia CASAYS,PDC,Non/Nein,F,73,Monthey,20201106115155
Nicolas CHABLAIS,VLR,Oui/Ja,H,32,Monthey,20201106115155
Jean-Dominique CIPOLLA,UDC,Oui/Ja,H,73,Martigny,20201106115155
Stéphane CLAVIEN,VLR,Oui/Ja,H,63,Sierre,20201106115155
Damien CLERC,PDC,Non/Nein,H,39,Conthey,20201106115155
Gabrielle CORNUT-ZUFFEREY,LES VERTS,Non/Nein,F,59,Sierre,20201106115155
Adeline CRETTENAND,VLR,Oui/Ja,F,26,Martigny,20201106115155
Narcisse CRETTENAND,VLR,Oui/Ja,H,65,Martigny,20201106115155
Blaise CRETTOL,AC,Non/Nein,H,48,Sierre,20201106115155
Cilette CRETTON,AC,Non/Nein,F,75,Martigny,20201106115155
Lucile CURDY,AdG,Non/Nein,F,21,Conthey,20201106115155
Arnaud DUBOIS,VLR,Oui/Ja,H,35,Monthey,20201106115155
Sophie DUCREY,AC,Non/Nein,F,25,Monthey,20201106115155
Marius DUMOULIN,PDC,Non/Nein,H,65,Sion,20201106115155
Jean-Marc DUPONT,AdG,Non/Nein,H,62,Martigny,20201106115155
Florian EVEQUOZ,AC,Non/Nein,H,39,Conthey,20201106115155
German EYER,ZUK-VS,Non/Nein,H,59,Brig,20201106115155
Mélanie FOLLONIER,VLR,Oui/Ja,F,28,Hérens,20201106115155
Sandro FONTANA,PDC,Oui/Ja,H,54,Monthey,20201106115155
Jérôme FORMAZ,UDC,Oui/Ja,H,44,Entremont,20201106115155
Sabine FOURNIER,LES VERTS,Non/Nein,F,45,St-Maurice,20201106115155
Damien FUMEAUX,UDC,Oui/Ja,H,22,Conthey,20201106115155
Claudia GAILLARD MOREND,LES VERTS,Non/Nein,F,54,Hérens,20201106115155
Marc-Antoine GENOLET,UDC,Oui/Ja,H,56,Hérens,20201106115155
François GENOUD,VLR,Oui/Ja,H,68,Sierre,20201106115155
Géraldine GIANADDA,VLR,Non/Nein,F,53,Martigny,20201106115155
