name,group,vote,Genre,Âge,District,affairVoteId
Matteo ABÄCHERLI,CVPO,Oui/Ja,H,31,Visp,20190429174118
Claudia ALPIGER,ZUK-VS,Oui/Ja,F,30,Brig,20190429174118
Romano AMACKER,SVPO,Oui/Ja,H,21,Westlich Raron,20190429174118
Maria ARNOLD-ESCHER,CVPO,Oui/Ja,H,56,Brig,20190429174118
Peter BÄHLER,SVPO,Oui/Ja,H,66,Goms,20190429174118
Fabrice BENDER,VLR,Non/Nein,H,49,St-Maurice,20190429174118
Léonard BENDER,AC,Non/Nein,H,51,Martigny,20190429174118
Jacques BLANC,AC,Non/Nein,H,64,Hérens,20190429174118
Jean BONNARD,AC,Oui/Ja,H,69,Sion,20190429174118
Alex BONVIN,UDC,Non/Nein,H,60,Sierre,20190429174118
Nicolas BONVIN,PDC,Oui/Ja,H,29,Sierre,20190429174118
Gaël BOURGEOIS,AdG,Non/Nein,H,35,Martigny,20190429174118
Hermann BRUNNER,CSPO,Oui/Ja,H,64,Westlich Raron,20190429174118
Paul BURGENER,CVPO,Oui/Ja,H,65,Visp,20190429174118
Peter BURRI,ZUK-VS,Oui/Ja,H,54,Visp,20190429174118
Mathieu CALOZ,VLR,Oui/Ja,H,26,Sierre,20190429174118
Chantal CARLEN,CVPO,Oui/Ja,F,27,Goms,20190429174118
Florine CARRON,LES VERTS,Non/Nein,F,41,Martigny,20190429174118
Florence CARRON DARBELLAY,PDC,Abst./Enth.,F,45,Martigny,20190429174118
Patricia CASAYS,PDC,Non/Nein,F,72,Monthey,20190429174118
Damien CLERC,PDC,Abst./Enth.,H,37,Conthey,20190429174118
Gabrielle CORNUT-ZUFFEREY,LES VERTS,Non/Nein,F,58,Sierre,20190429174118
Adeline CRETTENAND,VLR,Abst./Enth.,F,25,Martigny,20190429174118
Narcisse CRETTENAND,VLR,Oui/Ja,H,63,Martigny,20190429174118
Cilette CRETTON,AC,Abst./Enth.,F,73,Martigny,20190429174118
Lucile CURDY,AdG,Oui/Ja,F,20,Conthey,20190429174118
Pierre DARBELLAY,PDC,Oui/Ja,H,30,Entremont,20190429174118
Olivier DERIVAZ,AdG,Non/Nein,H,55,Monthey,20190429174118
Ralph DESSIMOZ,PDC,Abst./Enth.,H,54,Conthey,20190429174118
Arnaud DUBOIS,VLR,Oui/Ja,H,34,Monthey,20190429174118
Corinne DUC BONVIN,AdG,Oui/Ja,F,51,Sierre,20190429174118
Sophie DUCREY,AC,Oui/Ja,F,24,Monthey,20190429174118
Marius DUMOULIN,PDC,Oui/Ja,H,64,Sion,20190429174118
Jean-Marc DUPONT,AdG,Oui/Ja,H,60,Martigny,20190429174118
Christian ESCHER,CSPO,Abst./Enth.,H,40,Brig,20190429174118
German EYER,ZUK-VS,Abst./Enth.,H,58,Brig,20190429174118
Cyrille FAUCHERE,UDC,Non/Nein,H,37,Sion,20190429174118
Florent FAVRE,PDC,Oui/Ja,H,25,Conthey,20190429174118
Mélanie FOLLONIER,VLR,Oui/Ja,F,27,Hérens,20190429174118
Sandro FONTANA,PDC,Non/Nein,H,53,Monthey,20190429174118
Blaise FOURNIER,LES VERTS,Non/Nein,H,28,Sion,20190429174118
Sabine FOURNIER,LES VERTS,Non/Nein,F,44,St-Maurice,20190429174118
Damien FUMEAUX,UDC,Abst./Enth.,H,21,Conthey,20190429174118
Pascale FUMEAUX,AC,Abst./Enth.,F,37,Conthey,20190429174118
Egon FURRER,CVPO,Oui/Ja,H,61,Visp,20190429174118
Claudia GAILLARD MOREND,LES VERTS,Non/Nein,F,52,Hérens,20190429174118
Marc-Antoine GENOLET,UDC,Non/Nein,H,55,Hérens,20190429174118
Jean-Charles GERMANIER,VLR,Oui/Ja,H,71,Conthey,20190429174118
Géraldine GIANADDA,VLR,Oui/Ja,F,51,Martigny,20190429174118
Géraldine GRANGES-GUENOT,UDC,Non/Nein,F,43,Martigny,20190429174118
Vincent GÜNTHER,LES VERTS,Non/Nein,H,50,Martigny,20190429174118
Ida HÄFLIGER,CSPO,Non/Nein,F,62,Visp,20190429174118
Christelle HERITIER,VLR,Non/Nein,F,34,Sion,20190429174118
Monika HOLZEGGER,ZUK-VS,Non/Nein,F,45,Brig,20190429174118
Philip JAFFE,VLR,Oui/Ja,H,60,Sion,20190429174118
Lukas JÄGER,SVPO,Oui/Ja,H,64,Leuk,20190429174118
Lukas KALBERMATTEN,CVPO,Oui/Ja,H,48,Westlich Raron,20190429174118
Kevin KARLEN,CVPO,Oui/Ja,H,26,Visp,20190429174118
Dominik KNUBEL,CVPO,Oui/Ja,H,39,Westlich Raron,20190429174118
Michael KREUZER,SVPO,Oui/Ja,H,30,Visp,20190429174118
Ralph KUMMER,SVPO,Oui/Ja,H,40,Brig,20190429174118
Madeleine KUONEN-EGGO,ZUK-VS,Oui/Ja,F,60,Leuk,20190429174118
Alain LÉGER,PDC,Abst./Enth.,H,41,Martigny,20190429174118
Jean-François LOVEY,AC,Oui/Ja,H,64,Entremont,20190429174118
Damien LUISIER,PDC,Oui/Ja,H,26,Martigny,20190429174118
Vincent LUYET,AC,Oui/Ja,H,41,Sion,20190429174118
Natacha MARET,PDC,Abst./Enth.,F,35,Entremont,20190429174118
Rainer MATHIER,CVPO,Oui/Ja,H,62,Leuk,20190429174118
Thomas MATTER,CSPO,Abst./Enth.,H,53,Leuk,20190429174118
Kamy MAY,PDC,Oui/Ja,F,25,Entremont,20190429174118
Nicolas METTAN,PDC,Non/Nein,H,58,St-Maurice,20190429174118
Jean-Daniel NANCHEN,LES VERTS,Non/Nein,H,62,Sierre,20190429174118
Noémie PERNET,VLR,Oui/Ja,F,24,Sierre,20190429174118
Edmond PERRUCHOUD,UDC,Oui/Ja,H,72,Sierre,20190429174118
Frédéric PITTELOUD,PDC,Abst./Enth.,H,44,Hérens,20190429174118
Géraldine POUGET-ZUFFEREY,PDC,Oui/Ja,F,29,Sierre,20190429174118
Emilie PRAZ,AC,Non/Nein,F,33,Sion,20190429174118
François QUENNOZ,UDC,Non/Nein,H,26,Sion,20190429174118
Damien RABOUD,UDC,Oui/Ja,H,33,Monthey,20190429174118
Célina RAMSAUER,AC,Non/Nein,F,42,Sierre,20190429174118
Kurt REGOTZ,CSPO,Abst./Enth.,H,66,Brig,20190429174118
Jean-Pierre REY,VLR,Oui/Ja,H,56,Sierre,20190429174118
Caroline REYNARD,AdG,Oui/Ja,F,23,Sion,20190429174118
Janine REY-SIGGEN,AdG,Non/Nein,F,59,Sierre,20190429174118
Johan ROCHEL,AC,Oui/Ja,H,35,Monthey,20190429174118
Yann RODUIT,PDC,Abst./Enth.,H,44,Sion,20190429174118
Martine ROUILLER,AC,Non/Nein,F,37,St-Maurice,20190429174118
Léa ROUILLER DESSIMOZ,LES VERTS,Non/Nein,F,19,Conthey,20190429174118
Christine ROUX,PDC,Oui/Ja,F,57,Sion,20190429174118
Felix RUPPEN,CVPO,Oui/Ja,H,58,Brig,20190429174118
Gérard SALAMIN,PDC,Abst./Enth.,H,56,Sierre,20190429174118
Mathieu SARRASIN,VLR,Non/Nein,H,58,Entremont,20190429174118
Jean-Marc SAVIOZ,PDC,Oui/Ja,H,49,Sierre,20190429174118
Pierre SCHERTENLEIB,AdG,Non/Nein,H,66,Sion,20190429174118
Flavio SCHMID,CSPO,Abst./Enth.,H,34,Visp,20190429174118
Gerhard SCHMID,CVPO,Oui/Ja,H,71,Östlich Raron,20190429174118
Remo SCHNYDER,SVPO,Non/Nein,H,44,Brig,20190429174118
Alain SCHÖNBETT,VLR,Oui/Ja,H,64,Monthey,20190429174118
Ruth STALDER,VLR,Oui/Ja,F,57,Sion,20190429174118
Fabien THETAZ,AdG,Abst./Enth.,H,33,Monthey,20190429174118
Bernard TROILLET,PDC,Oui/Ja,H,65,Martigny,20190429174118
Jean-Baptiste UDRESSY,UDC,Abst./Enth.,H,26,Monthey,20190429174118
Romain UDRY,VLR,Abst./Enth.,H,26,Conthey,20190429174118
Grégoire VANNAY,PDC,Non/Nein,H,49,Monthey,20190429174118
Georges VIONNET,LES VERTS,Non/Nein,H,65,Monthey,20190429174118
Jenny VOEFFRAY,PDC,Non/Nein,F,44,St-Maurice,20190429174118
Damien VOGEL,UDC,Oui/Ja,H,25,Entremont,20190429174118
Laurence VUAGNIAUX,LES VERTS,Non/Nein,F,44,Sion,20190429174118
Côme VUILLE,VLR,Non/Nein,H,32,Monthey,20190429174118
Rafael WELSCHEN,CVPO,Oui/Ja,H,31,Brig,20190429174118
Leander WILLINER,CSPO,Non/Nein,H,65,Brig,20190429174118
Marie ZUCHUAT,PDC,Oui/Ja,F,32,Sion,20190429174118
Fabian ZURBRIGGEN,SVPO,Oui/Ja,H,45,Visp,20190429174118
Philippe BENDER,VLR,Aucun/Keine,H,68,Martigny,20190429174118
Claudy BESSE,UDC,Aucun/Keine,H,55,Monthey,20190429174118
Sophie BORNET,PDC,Aucun/Keine,F,51,Conthey,20190429174118
