name,group,vote,Genre,Âge,District,affairVoteId
Matteo ABÄCHERLI,CVPO,Non/Nein,H,32,Visp,20201105142209
Claudia ALPIGER,ZUK-VS,Oui/Ja,F,31,Brig,20201105142209
Romano AMACKER,SVPO,Non/Nein,H,23,Westlich Raron,20201105142209
Maria ARNOLD-ESCHER,CVPO,Non/Nein,F,57,Brig,20201105142209
Peter BÄHLER,SVPO,Non/Nein,H,67,Goms,20201105142209
Fabrice BENDER,VLR,Oui/Ja,H,51,St-Maurice,20201105142209
Philippe BENDER,VLR,Oui/Ja,H,70,Martigny,20201105142209
Vincent BOAND,UDC,Non/Nein,H,35,Sion,20201105142209
Jean BONNARD,AC,Oui/Ja,H,71,Sion,20201105142209
Nicolas BONVIN,PDC,Non/Nein,H,31,Sierre,20201105142209
Sophie BORNET,PDC,Non/Nein,F,52,Conthey,20201105142209
Gaël BOURGEOIS,AdG,Abst./Enth.,H,37,Martigny,20201105142209
Hermann BRUNNER,CSPO,Non/Nein,H,66,Westlich Raron,20201105142209
Michael BURGENER,CVPO,Non/Nein,H,39,Visp,20201105142209
Peter BURRI,ZUK-VS,Non/Nein,H,55,Visp,20201105142209
Chantal CARLEN,CVPO,Non/Nein,F,28,Goms,20201105142209
Florine CARRON,LES VERTS,Abst./Enth.,F,42,Martigny,20201105142209
Florence CARRON DARBELLAY,PDC,Abst./Enth.,F,47,Martigny,20201105142209
Patricia CASAYS,PDC,Abst./Enth.,F,73,Monthey,20201105142209
Nicolas CHABLAIS,VLR,Abst./Enth.,H,32,Monthey,20201105142209
Jean-Dominique CIPOLLA,UDC,Non/Nein,H,73,Martigny,20201105142209
Stéphane CLAVIEN,VLR,Abst./Enth.,H,63,Sierre,20201105142209
Damien CLERC,PDC,Non/Nein,H,39,Conthey,20201105142209
Gabrielle CORNUT-ZUFFEREY,LES VERTS,Abst./Enth.,F,59,Sierre,20201105142209
Adeline CRETTENAND,VLR,Abst./Enth.,F,26,Martigny,20201105142209
Narcisse CRETTENAND,VLR,Non/Nein,H,65,Martigny,20201105142209
Blaise CRETTOL,AC,Abst./Enth.,H,48,Sierre,20201105142209
Cilette CRETTON,AC,Abst./Enth.,F,75,Martigny,20201105142209
Lucile CURDY,AdG,Oui/Ja,F,21,Conthey,20201105142209
Alina DARBELLAY,LES VERTS,Oui/Ja,F,53,Sion,20201105142209
Pierre DARBELLAY,PDC,Non/Nein,H,32,Entremont,20201105142209
Arnaud DUBOIS,VLR,Abst./Enth.,H,35,Monthey,20201105142209
Sophie DUCREY,AC,Abst./Enth.,F,25,Monthey,20201105142209
Marius DUMOULIN,PDC,Non/Nein,H,65,Sion,20201105142209
Jean-Marc DUPONT,AdG,Abst./Enth.,H,62,Martigny,20201105142209
Florian EVEQUOZ,AC,Oui/Ja,H,39,Conthey,20201105142209
German EYER,ZUK-VS,Oui/Ja,H,59,Brig,20201105142209
Mélanie FOLLONIER,VLR,Abst./Enth.,F,28,Hérens,20201105142209
Sandro FONTANA,PDC,Non/Nein,H,54,Monthey,20201105142209
Jérôme FORMAZ,UDC,Non/Nein,H,44,Entremont,20201105142209
Sabine FOURNIER,LES VERTS,Abst./Enth.,F,45,St-Maurice,20201105142209
Damien FUMEAUX,UDC,Non/Nein,H,22,Conthey,20201105142209
Claudia GAILLARD MOREND,LES VERTS,Abst./Enth.,F,54,Hérens,20201105142209
Marc-Antoine GENOLET,UDC,Abst./Enth.,H,56,Hérens,20201105142209
François GENOUD,VLR,Abst./Enth.,H,68,Sierre,20201105142209
Géraldine GIANADDA,VLR,Abst./Enth.,F,53,Martigny,20201105142209
Géraldine GRANGES-GUENOT,UDC,Non/Nein,F,45,Martigny,20201105142209
Vincent GÜNTHER,LES VERTS,Oui/Ja,H,51,Martigny,20201105142209
Ida HÄFLIGER,CSPO,Non/Nein,F,63,Visp,20201105142209
Monika HOLZEGGER,ZUK-VS,Non/Nein,F,46,Brig,20201105142209
Lukas KALBERMATTEN,CVPO,Non/Nein,H,49,Westlich Raron,20201105142209
Michael KREUZER,SVPO,Non/Nein,H,31,Visp,20201105142209
Madeleine KUONEN-EGGO,ZUK-VS,Oui/Ja,F,61,Leuk,20201105142209
Jean-François LOVEY,AC,Abst./Enth.,H,65,Entremont,20201105142209
Damien LUISIER,PDC,Non/Nein,H,27,Martigny,20201105142209
Natacha MARET,PDC,Non/Nein,F,37,Entremont,20201105142209
Rainer MATHIER,CVPO,Non/Nein,H,63,Leuk,20201105142209
Thomas MATTER,CSPO,Non/Nein,H,54,Leuk,20201105142209
Kamy MAY,PDC,Non/Nein,F,26,Entremont,20201105142209
Nicolas METTAN,PDC,Non/Nein,H,59,St-Maurice,20201105142209
Fabienne MURMANN,CVPO,Non/Nein,F,39,Leuk,20201105142209
Jean-Daniel NANCHEN,LES VERTS,Oui/Ja,H,63,Sierre,20201105142209
Claude NANÇOZ,VLR,Abst./Enth.,H,68,Conthey,20201105142209
Bernard OBERHOLZER,AC,Oui/Ja,H,75,Monthey,20201105142209
Frédéric PITTELOUD,PDC,Non/Nein,H,45,Hérens,20201105142209
Géraldine POUGET-ZUFFEREY,PDC,Non/Nein,F,30,Sierre,20201105142209
Emilie PRAZ,AC,Abst./Enth.,F,34,Sion,20201105142209
François QUENNOZ,UDC,Non/Nein,H,27,Sion,20201105142209
Damien RABOUD,UDC,Non/Nein,H,34,Monthey,20201105142209
Pierre-Alain RAEMY,VLR,Abst./Enth.,H,59,Sion,20201105142209
Célina RAMSAUER,AC,Oui/Ja,F,44,Sierre,20201105142209
Kurt REGOTZ,CSPO,Oui/Ja,H,67,Brig,20201105142209
Jean-Pierre REY,VLR,Abst./Enth.,H,57,Sierre,20201105142209
Caroline REYNARD,AdG,Oui/Ja,F,24,Sion,20201105142209
Janine REY-SIGGEN,AdG,Abst./Enth.,F,60,Sierre,20201105142209
Johan ROCHEL,AC,Oui/Ja,H,36,Monthey,20201105142209
Yann RODUIT,PDC,Non/Nein,H,46,Sion,20201105142209
Gérard SALAMIN,PDC,Abst./Enth.,H,57,Sierre,20201105142209
Mathieu SARRASIN,VLR,Abst./Enth.,H,59,Entremont,20201105142209
Jean-Marc SAVIOZ,PDC,Non/Nein,H,50,Sierre,20201105142209
Pierre SCHERTENLEIB,AdG,Abst./Enth.,H,67,Sion,20201105142209
Flavio SCHMID,CSPO,Non/Nein,H,35,Visp,20201105142209
Gerhard SCHMID,CVPO,Non/Nein,H,72,Östlich Raron,20201105142209
Remo SCHNYDER,SVPO,Oui/Ja,H,46,Brig,20201105142209
