name,group,vote,Genre,Âge,District,affairVoteId
Matteo ABÄCHERLI,CVPO,Oui/Ja,H,33,Visp,20211019163320
Claudia ALPIGER,ZUK-VS,Oui/Ja,F,32,Brig,20211019163320
Romano AMACKER,SVPO,Non/Nein,H,24,Westlich Raron,20211019163320
Maria ARNOLD-ESCHER,CVPO,Oui/Ja,F,58,Brig,20211019163320
Peter BÄHLER,SVPO,Oui/Ja,H,68,Goms,20211019163320
Léonard BENDER,AC,Oui/Ja,H,54,Martigny,20211019163320
Philippe BENDER,VLR,Oui/Ja,H,71,Martigny,20211019163320
Claudy BESSE,UDC,Non/Nein,H,57,Monthey,20211019163320
Vincent BOAND,UDC,Oui/Ja,H,36,Sion,20211019163320
Jean BONNARD,AC,Oui/Ja,H,72,Sion,20211019163320
Alex BONVIN,UDC,Oui/Ja,H,62,Sierre,20211019163320
Nicolas BONVIN,PDC,Oui/Ja,H,32,Sierre,20211019163320
Sophie BORNET,PDC,Oui/Ja,F,53,Conthey,20211019163320
Gaël BOURGEOIS,AdG,Oui/Ja,H,38,Martigny,20211019163320
Hermann BRUNNER,CSPO,Oui/Ja,H,67,Westlich Raron,20211019163320
Michael BURGENER,CVPO,Oui/Ja,H,40,Visp,20211019163320
Peter BURRI,ZUK-VS,Oui/Ja,H,56,Visp,20211019163320
Mathieu CALOZ,VLR,Oui/Ja,H,28,Sierre,20211019163320
Florine CARRON,LES VERTS,Oui/Ja,F,43,Martigny,20211019163320
Florence CARRON DARBELLAY,PDC,Oui/Ja,F,48,Martigny,20211019163320
Patricia CASAYS,PDC,Oui/Ja,F,74,Monthey,20211019163320
Nicolas CHABLAIS,VLR,Oui/Ja,H,33,Monthey,20211019163320
Jean-Dominique CIPOLLA,UDC,Oui/Ja,H,74,Martigny,20211019163320
Stéphane CLAVIEN,VLR,Oui/Ja,H,64,Sierre,20211019163320
Gabrielle CORNUT-ZUFFEREY,LES VERTS,Oui/Ja,F,60,Sierre,20211019163320
Adeline CRETTENAND,VLR,Oui/Ja,F,27,Martigny,20211019163320
Narcisse CRETTENAND,VLR,Oui/Ja,H,66,Martigny,20211019163320
Blaise CRETTOL,AC,Oui/Ja,H,49,Sierre,20211019163320
Cilette CRETTON,AC,Oui/Ja,F,76,Martigny,20211019163320
Lucile CURDY,AdG,Oui/Ja,F,22,Conthey,20211019163320
Pierre DARBELLAY,PDC,Oui/Ja,H,33,Entremont,20211019163320
Olivier DERIVAZ,AdG,Oui/Ja,H,57,Monthey,20211019163320
Ralph DESSIMOZ,PDC,Oui/Ja,H,57,Conthey,20211019163320
Arnaud DUBOIS,VLR,Oui/Ja,H,36,Monthey,20211019163320
Alain DUBOSSON,UDC,Oui/Ja,H,22,Monthey,20211019163320
Corinne DUC BONVIN,AdG,Oui/Ja,F,54,Sierre,20211019163320
Sophie DUCREY,AC,Oui/Ja,F,26,Monthey,20211019163320
Marius DUMOULIN,PDC,Oui/Ja,H,66,Sion,20211019163320
Jean-Marc DUPONT,AdG,Oui/Ja,H,63,Martigny,20211019163320
Christian ESCHER,CSPO,Oui/Ja,H,42,Brig,20211019163320
Florian EVEQUOZ,AC,Oui/Ja,H,40,Conthey,20211019163320
Natascha FARQUET,VLR,Oui/Ja,F,39,Martigny,20211019163320
Florent FAVRE,PDC,Oui/Ja,H,27,Conthey,20211019163320
Mélanie FOLLONIER,VLR,Oui/Ja,F,29,Hérens,20211019163320
Sandro FONTANA,PDC,Oui/Ja,H,55,Monthey,20211019163320
Jérôme FORMAZ,UDC,Oui/Ja,H,45,Entremont,20211019163320
Sabine FOURNIER,LES VERTS,Oui/Ja,F,46,St-Maurice,20211019163320
Damien FUMEAUX,UDC,Oui/Ja,H,24,Conthey,20211019163320
Claudia GAILLARD MOREND,LES VERTS,Oui/Ja,F,55,Hérens,20211019163320
Marc-Antoine GENOLET,UDC,Non/Nein,H,57,Hérens,20211019163320
François GENOUD,VLR,Oui/Ja,H,69,Sierre,20211019163320
Géraldine GIANADDA,VLR,Oui/Ja,F,54,Martigny,20211019163320
Géraldine GRANGES-GUENOT,UDC,Non/Nein,F,46,Martigny,20211019163320
Vincent GÜNTHER,LES VERTS,Oui/Ja,H,52,Martigny,20211019163320
Ida HÄFLIGER,CSPO,Oui/Ja,F,64,Visp,20211019163320
Christelle HERITIER,VLR,Oui/Ja,F,36,Sion,20211019163320
Monika HOLZEGGER,ZUK-VS,Oui/Ja,F,47,Brig,20211019163320
Lukas JÄGER,SVPO,Non/Nein,H,66,Leuk,20211019163320
Dominik KNUBEL,CVPO,Oui/Ja,H,41,Westlich Raron,20211019163320
Michael KREUZER,SVPO,Non/Nein,H,32,Visp,20211019163320
Ralph KUMMER,SVPO,Non/Nein,H,43,Brig,20211019163320
Madeleine KUONEN-EGGO,ZUK-VS,Oui/Ja,F,62,Leuk,20211019163320
Alain LÉGER,PDC,Oui/Ja,H,43,Martigny,20211019163320
Jean-François LOVEY,AC,Oui/Ja,H,67,Entremont,20211019163320
Damien LUISIER,PDC,Oui/Ja,H,28,Martigny,20211019163320
Vincent LUYET,AC,Oui/Ja,H,44,Sion,20211019163320
Natacha MARET,PDC,Oui/Ja,F,38,Entremont,20211019163320
Rainer MATHIER,CVPO,Non/Nein,H,64,Leuk,20211019163320
Thomas MATTER,CSPO,Oui/Ja,H,55,Leuk,20211019163320
Kamy MAY,PDC,Oui/Ja,F,27,Entremont,20211019163320
Nicolas METTAN,PDC,Oui/Ja,H,60,St-Maurice,20211019163320
Fabienne MURMANN,CVPO,Oui/Ja,F,40,Leuk,20211019163320
Jean-Daniel NANCHEN,LES VERTS,Oui/Ja,H,64,Sierre,20211019163320
Bernard OBERHOLZER,AC,Oui/Ja,H,76,Monthey,20211019163320
Edmond PERRUCHOUD,UDC,Oui/Ja,H,74,Sierre,20211019163320
Frédéric PITTELOUD,PDC,Oui/Ja,H,46,Hérens,20211019163320
Géraldine POUGET-ZUFFEREY,PDC,Oui/Ja,F,31,Sierre,20211019163320
Emilie PRAZ,AC,Oui/Ja,F,35,Sion,20211019163320
François QUENNOZ,UDC,Oui/Ja,H,28,Sion,20211019163320
Damien RABOUD,UDC,Oui/Ja,H,35,Monthey,20211019163320
Pierre-Alain RAEMY,VLR,Oui/Ja,H,60,Sion,20211019163320
Célina RAMSAUER,AC,Oui/Ja,F,45,Sierre,20211019163320
Kurt REGOTZ,CSPO,Abst./Enth.,H,68,Brig,20211019163320
Jean-Pierre REY,VLR,Oui/Ja,H,59,Sierre,20211019163320
Caroline REYNARD,AdG,Oui/Ja,F,25,Sion,20211019163320
Janine REY-SIGGEN,AdG,Oui/Ja,F,61,Sierre,20211019163320
Johan ROCHEL,AC,Oui/Ja,H,38,Monthey,20211019163320
Yann RODUIT,PDC,Oui/Ja,H,47,Sion,20211019163320
Martine ROUILLER,AC,Oui/Ja,F,39,St-Maurice,20211019163320
Léa ROUILLER DESSIMOZ,LES VERTS,Oui/Ja,F,21,Conthey,20211019163320
Christine ROUX,PDC,Oui/Ja,F,59,Sion,20211019163320
Felix RUPPEN,CVPO,Oui/Ja,H,60,Brig,20211019163320
Gérard SALAMIN,PDC,Oui/Ja,H,58,Sierre,20211019163320
