name,group,vote,Genre,Âge,District,affairVoteId
Matteo ABÄCHERLI,Die Mitte Oberwallis,Oui/Ja,H,34,Visp,20221006175109
Claudia ALPIGER,ZUK-VS,Oui/Ja,F,33,Brig,20221006175109
Romano AMACKER,SVPO,Non/Nein,H,25,Westlich Raron,20221006175109
Maria ARNOLD-ESCHER,Die Mitte Oberwallis,Oui/Ja,F,59,Brig,20221006175109
Gabrielle BARRAS,UDC,Non/Nein,F,59,Sion,20221006175109
Léonard BENDER,AC,Oui/Ja,H,54,Martigny,20221006175109
Philippe BENDER,VLR,Non/Nein,H,72,Martigny,20221006175109
Claudy BESSE,UDC,Non/Nein,H,58,Monthey,20221006175109
Jacques BLANC,AC,Oui/Ja,H,68,Hérens,20221006175109
Vincent BOAND,UDC,Non/Nein,H,37,Sion,20221006175109
Alex BONVIN,UDC,Non/Nein,H,63,Sierre,20221006175109
Nicolas BONVIN,Le Centre,Oui/Ja,H,33,Sierre,20221006175109
Hermann BRUNNER,CSPO,Oui/Ja,H,68,Westlich Raron,20221006175109
Michael BURGENER,Die Mitte Oberwallis,Non/Nein,H,41,Visp,20221006175109
Paul BURGENER,Die Mitte Oberwallis,Oui/Ja,H,69,Visp,20221006175109
Peter BURRI,ZUK-VS,Oui/Ja,H,57,Visp,20221006175109
Chantal CARLEN,Die Mitte Oberwallis,Non/Nein,F,30,Goms,20221006175109
Florine CARRON,LES VERTS,Oui/Ja,F,44,Martigny,20221006175109
Florence CARRON DARBELLAY,Le Centre,Oui/Ja,F,49,Martigny,20221006175109
Patricia CASAYS,Le Centre,Oui/Ja,F,75,Monthey,20221006175109
Jean-Dominique CIPOLLA,UDC,Non/Nein,H,75,Martigny,20221006175109
Stéphane CLAVIEN,VLR,Oui/Ja,H,65,Sierre,20221006175109
Gabrielle CORNUT-ZUFFEREY,LES VERTS,Oui/Ja,F,61,Sierre,20221006175109
Narcisse CRETTENAND,VLR,Non/Nein,H,67,Martigny,20221006175109
Blaise CRETTOL,AC,Oui/Ja,H,50,Sierre,20221006175109
Cilette CRETTON,AC,Oui/Ja,F,77,Martigny,20221006175109
Lucile CURDY,PS-GC,Oui/Ja,F,23,Conthey,20221006175109
Alina DARBELLAY,LES VERTS,Oui/Ja,F,55,Sion,20221006175109
Pierre DARBELLAY,Le Centre,Oui/Ja,H,34,Entremont,20221006175109
Olivier DERIVAZ,PS-GC,Oui/Ja,H,58,Monthey,20221006175109
Eric DESSIMOZ,LES VERTS,Oui/Ja,H,57,Conthey,20221006175109
Arnaud DUBOIS,VLR,Oui/Ja,H,37,Monthey,20221006175109
Alain DUBOSSON,UDC,Non/Nein,H,23,Monthey,20221006175109
Corinne DUC BONVIN,PS-GC,Oui/Ja,F,55,Sierre,20221006175109
Marius DUMOULIN,Le Centre,Oui/Ja,H,67,Sion,20221006175109
Jean-Marc DUPONT,PS-GC,Oui/Ja,H,64,Martigny,20221006175109
Florian EVEQUOZ,AC,Oui/Ja,H,41,Conthey,20221006175109
Natascha FARQUET,VLR,Oui/Ja,F,40,Martigny,20221006175109
Sandro FONTANA,Le Centre,Oui/Ja,H,56,Monthey,20221006175109
Jérôme FORMAZ,UDC,Non/Nein,H,46,Entremont,20221006175109
Sabine FOURNIER,LES VERTS,Oui/Ja,F,47,St-Maurice,20221006175109
Damien FUMEAUX,UDC,Non/Nein,H,24,Conthey,20221006175109
Pascale FUMEAUX,AC,Oui/Ja,F,40,Conthey,20221006175109
Claudia GAILLARD MOREND,LES VERTS,Oui/Ja,F,56,Hérens,20221006175109
François GENOUD,VLR,Oui/Ja,H,70,Sierre,20221006175109
Géraldine GIANADDA,VLR,Oui/Ja,F,55,Martigny,20221006175109
Anne-Marie GRAND,Le Centre,Oui/Ja,F,50,Conthey,20221006175109
Géraldine GRANGES GUENOT,UDC,Non/Nein,F,47,Martigny,20221006175109
Vincent GÜNTHER,LES VERTS,Oui/Ja,H,53,Martigny,20221006175109
Ida HÄFLIGER,CSPO,Oui/Ja,F,65,Visp,20221006175109
Monika HOLZEGGER,ZUK-VS,Oui/Ja,F,48,Brig,20221006175109
Lukas JÄGER,SVPO,Non/Nein,H,67,Leuk,20221006175109
