name,group,vote,Genre,Âge,District,affairVoteId
Matteo ABÄCHERLI,CVPO,Oui/Ja,H,32,Visp,20201116124531
Claudia ALPIGER,ZUK-VS,Oui/Ja,F,31,Brig,20201116124531
Romano AMACKER,SVPO,Oui/Ja,H,23,Westlich Raron,20201116124531
Maria ARNOLD-ESCHER,CVPO,Oui/Ja,F,57,Brig,20201116124531
Gabrielle BARRAS,UDC,Oui/Ja,F,57,Sion,20201116124531
Fabrice BENDER,VLR,Oui/Ja,H,51,St-Maurice,20201116124531
Léonard BENDER,AC,Oui/Ja,H,52,Martigny,20201116124531
Philippe BENDER,VLR,Oui/Ja,H,70,Martigny,20201116124531
Vincent BOAND,UDC,Non/Nein,H,35,Sion,20201116124531
Jean BONNARD,AC,Oui/Ja,H,71,Sion,20201116124531
Alex BONVIN,UDC,Oui/Ja,H,61,Sierre,20201116124531
Nicolas BONVIN,PDC,Non/Nein,H,31,Sierre,20201116124531
Sophie BORNET,PDC,Non/Nein,F,52,Conthey,20201116124531
Gaël BOURGEOIS,AdG,Non/Nein,H,37,Martigny,20201116124531
Hermann BRUNNER,CSPO,Oui/Ja,H,66,Westlich Raron,20201116124531
Michael BURGENER,CVPO,Oui/Ja,H,39,Visp,20201116124531
Paul BURGENER,CVPO,Oui/Ja,H,67,Visp,20201116124531
Peter BURRI,ZUK-VS,Oui/Ja,H,55,Visp,20201116124531
Mathieu CALOZ,VLR,Non/Nein,H,27,Sierre,20201116124531
Florine CARRON,LES VERTS,Oui/Ja,F,42,Martigny,20201116124531
Florence CARRON DARBELLAY,PDC,Non/Nein,F,47,Martigny,20201116124531
Patricia CASAYS,PDC,Non/Nein,F,73,Monthey,20201116124531
Jean-Dominique CIPOLLA,UDC,Oui/Ja,H,73,Martigny,20201116124531
Stéphane CLAVIEN,VLR,Non/Nein,H,63,Sierre,20201116124531
Damien CLERC,PDC,Non/Nein,H,39,Conthey,20201116124531
Gabrielle CORNUT-ZUFFEREY,LES VERTS,Oui/Ja,F,59,Sierre,20201116124531
Adeline CRETTENAND,VLR,Non/Nein,F,26,Martigny,20201116124531
Narcisse CRETTENAND,VLR,Oui/Ja,H,65,Martigny,20201116124531
Cilette CRETTON,AC,Oui/Ja,F,75,Martigny,20201116124531
Lucile CURDY,AdG,Abst./Enth.,F,21,Conthey,20201116124531
Pierre DARBELLAY,PDC,Non/Nein,H,32,Entremont,20201116124531
Olivier DERIVAZ,AdG,Oui/Ja,H,56,Monthey,20201116124531
Ralph DESSIMOZ,PDC,Non/Nein,H,56,Conthey,20201116124531
Arnaud DUBOIS,VLR,Oui/Ja,H,35,Monthey,20201116124531
Alain DUBOSSON,UDC,Oui/Ja,H,21,Monthey,20201116124531
Corinne DUC BONVIN,AdG,Abst./Enth.,F,53,Sierre,20201116124531
Sophie DUCREY,AC,Oui/Ja,F,25,Monthey,20201116124531
Marius DUMOULIN,PDC,Non/Nein,H,65,Sion,20201116124531
Jean-Marc DUPONT,AdG,Non/Nein,H,62,Martigny,20201116124531
Florian EVEQUOZ,AC,Non/Nein,H,39,Conthey,20201116124531
German EYER,ZUK-VS,Oui/Ja,H,59,Brig,20201116124531
Natascha FARQUET,VLR,Oui/Ja,F,38,Martigny,20201116124531
Florent FAVRE,PDC,Non/Nein,H,26,Conthey,20201116124531
Mélanie FOLLONIER,VLR,Non/Nein,F,28,Hérens,20201116124531
Sandro FONTANA,PDC,Non/Nein,H,54,Monthey,20201116124531
Jérôme FORMAZ,UDC,Non/Nein,H,44,Entremont,20201116124531
Sabine FOURNIER,LES VERTS,Oui/Ja,F,45,St-Maurice,20201116124531
