name,group,vote,Genre,Âge,District,affairVoteId
Matteo ABÄCHERLI,CVPO,Oui/Ja,H,33,Visp,20211021094836
Claudia ALPIGER,ZUK-VS,Oui/Ja,F,32,Brig,20211021094836
Romano AMACKER,SVPO,Non/Nein,H,24,Westlich Raron,20211021094836
Maria ARNOLD-ESCHER,CVPO,Oui/Ja,F,58,Brig,20211021094836
Peter BÄHLER,SVPO,Non/Nein,H,68,Goms,20211021094836
Léonard BENDER,AC,Oui/Ja,H,54,Martigny,20211021094836
Philippe BENDER,VLR,Oui/Ja,H,71,Martigny,20211021094836
Claudy BESSE,UDC,Abst./Enth.,H,57,Monthey,20211021094836
Jacques BLANC,AC,Oui/Ja,H,67,Hérens,20211021094836
Vincent BOAND,UDC,Non/Nein,H,36,Sion,20211021094836
Jean BONNARD,AC,Oui/Ja,H,72,Sion,20211021094836
Alex BONVIN,UDC,Non/Nein,H,62,Sierre,20211021094836
Nicolas BONVIN,PDC,Oui/Ja,H,32,Sierre,20211021094836
Sophie BORNET,PDC,Oui/Ja,F,53,Conthey,20211021094836
Gaël BOURGEOIS,AdG,Oui/Ja,H,38,Martigny,20211021094836
Hermann BRUNNER,CSPO,Oui/Ja,H,67,Westlich Raron,20211021094836
Michael BURGENER,CVPO,Oui/Ja,H,40,Visp,20211021094836
Peter BURRI,ZUK-VS,Oui/Ja,H,56,Visp,20211021094836
Mathieu CALOZ,VLR,Oui/Ja,H,28,Sierre,20211021094836
Florine CARRON,LES VERTS,Oui/Ja,F,43,Martigny,20211021094836
Florence CARRON DARBELLAY,PDC,Oui/Ja,F,48,Martigny,20211021094836
Patricia CASAYS,PDC,Oui/Ja,F,74,Monthey,20211021094836
Nicolas CHABLAIS,VLR,Oui/Ja,H,33,Monthey,20211021094836
Jean-Dominique CIPOLLA,UDC,Non/Nein,H,74,Martigny,20211021094836
Stéphane CLAVIEN,VLR,Oui/Ja,H,64,Sierre,20211021094836
Gabrielle CORNUT-ZUFFEREY,LES VERTS,Oui/Ja,F,60,Sierre,20211021094836
Adeline CRETTENAND,VLR,Oui/Ja,F,27,Martigny,20211021094836
Narcisse CRETTENAND,VLR,Oui/Ja,H,66,Martigny,20211021094836
Blaise CRETTOL,AC,Oui/Ja,H,49,Sierre,20211021094836
Cilette CRETTON,AC,Oui/Ja,F,76,Martigny,20211021094836
Lucile CURDY,AdG,Oui/Ja,F,22,Conthey,20211021094836
Pierre DARBELLAY,PDC,Oui/Ja,H,33,Entremont,20211021094836
Olivier DERIVAZ,AdG,Oui/Ja,H,57,Monthey,20211021094836
Ralph DESSIMOZ,PDC,Oui/Ja,H,57,Conthey,20211021094836
