name,group,vote,Genre,Âge,District,affairVoteId
Matteo ABÄCHERLI,CVPO,Non/Nein,H,32,Visp,20201008121139
Claudia ALPIGER,ZUK-VS,Oui/Ja,F,31,Brig,20201008121139
Romano AMACKER,SVPO,Oui/Ja,H,23,Westlich Raron,20201008121139
Maria ARNOLD-ESCHER,CVPO,Oui/Ja,F,57,Brig,20201008121139
Peter BÄHLER,SVPO,Oui/Ja,H,67,Goms,20201008121139
Fabrice BENDER,VLR,Abst./Enth.,H,51,St-Maurice,20201008121139
Léonard BENDER,AC,Oui/Ja,H,52,Martigny,20201008121139
Philippe BENDER,VLR,Non/Nein,H,70,Martigny,20201008121139
Claudy BESSE,UDC,Oui/Ja,H,56,Monthey,20201008121139
Jacques BLANC,AC,Oui/Ja,H,66,Hérens,20201008121139
Vincent BOAND,UDC,Oui/Ja,H,35,Sion,20201008121139
Jean BONNARD,AC,Oui/Ja,H,71,Sion,20201008121139
Alex BONVIN,UDC,Oui/Ja,H,61,Sierre,20201008121139
Nicolas BONVIN,PDC,Abst./Enth.,H,31,Sierre,20201008121139
Gaël BOURGEOIS,AdG,Abst./Enth.,H,37,Martigny,20201008121139
Hermann BRUNNER,CSPO,Oui/Ja,H,66,Westlich Raron,20201008121139
Michael BURGENER,CVPO,Oui/Ja,H,39,Visp,20201008121139
Peter BURRI,ZUK-VS,Abst./Enth.,H,55,Visp,20201008121139
Mathieu CALOZ,VLR,Abst./Enth.,H,27,Sierre,20201008121139
Chantal CARLEN,CVPO,Oui/Ja,F,28,Goms,20201008121139
Florine CARRON,LES VERTS,Abst./Enth.,F,42,Martigny,20201008121139
Florence CARRON DARBELLAY,PDC,Abst./Enth.,F,47,Martigny,20201008121139
Patricia CASAYS,PDC,Abst./Enth.,F,73,Monthey,20201008121139
Nicolas CHABLAIS,VLR,Abst./Enth.,H,32,Monthey,20201008121139
Jean-Dominique CIPOLLA,UDC,Oui/Ja,H,73,Martigny,20201008121139
Stéphane CLAVIEN,VLR,Abst./Enth.,H,63,Sierre,20201008121139
Damien CLERC,PDC,Abst./Enth.,H,39,Conthey,20201008121139
Gabrielle CORNUT-ZUFFEREY,LES VERTS,Abst./Enth.,F,59,Sierre,20201008121139
Adeline CRETTENAND,VLR,Abst./Enth.,F,26,Martigny,20201008121139
Narcisse CRETTENAND,VLR,Oui/Ja,H,65,Martigny,20201008121139
Blaise CRETTOL,AC,Abst./Enth.,H,48,Sierre,20201008121139
Cilette CRETTON,AC,Oui/Ja,F,75,Martigny,20201008121139
Lucile CURDY,AdG,Abst./Enth.,F,21,Conthey,20201008121139
Alina DARBELLAY,LES VERTS,Abst./Enth.,F,53,Sion,20201008121139
Pierre DARBELLAY,PDC,Oui/Ja,H,32,Entremont,20201008121139
Olivier DERIVAZ,AdG,Abst./Enth.,H,56,Monthey,20201008121139
Ralph DESSIMOZ,PDC,Abst./Enth.,H,56,Conthey,20201008121139
Arnaud DUBOIS,VLR,Abst./Enth.,H,35,Monthey,20201008121139
Alain DUBOSSON,UDC,Oui/Ja,H,21,Monthey,20201008121139
Corinne DUC BONVIN,AdG,Oui/Ja,F,53,Sierre,20201008121139
Sophie DUCREY,AC,Oui/Ja,F,25,Monthey,20201008121139
Marius DUMOULIN,PDC,Abst./Enth.,H,65,Sion,20201008121139
Jean-Marc DUPONT,AdG,Abst./Enth.,H,62,Martigny,20201008121139
Christian ESCHER,CSPO,Abst./Enth.,H,41,Brig,20201008121139
Florian EVEQUOZ,AC,Abst./Enth.,H,39,Conthey,20201008121139
German EYER,ZUK-VS,Oui/Ja,H,59,Brig,20201008121139
Florent FAVRE,PDC,Oui/Ja,H,26,Conthey,20201008121139
Mélanie FOLLONIER,VLR,Abst./Enth.,F,28,Hérens,20201008121139
Sandro FONTANA,PDC,Abst./Enth.,H,54,Monthey,20201008121139
Jérôme FORMAZ,UDC,Oui/Ja,H,44,Entremont,20201008121139
Sabine FOURNIER,LES VERTS,Abst./Enth.,F,45,St-Maurice,20201008121139
Damien FUMEAUX,UDC,Oui/Ja,H,22,Conthey,20201008121139
Pascale FUMEAUX,AC,Abst./Enth.,F,38,Conthey,20201008121139
Claudia GAILLARD MOREND,LES VERTS,Oui/Ja,F,54,Hérens,20201008121139
Marc-Antoine GENOLET,UDC,Oui/Ja,H,56,Hérens,20201008121139
François GENOUD,VLR,Oui/Ja,H,68,Sierre,20201008121139
Géraldine GRANGES-GUENOT,UDC,Oui/Ja,F,45,Martigny,20201008121139
Vincent GÜNTHER,LES VERTS,Abst./Enth.,H,51,Martigny,20201008121139
Ida HÄFLIGER,CSPO,Oui/Ja,F,63,Visp,20201008121139
Monika HOLZEGGER,ZUK-VS,Abst./Enth.,F,46,Brig,20201008121139
Lukas JÄGER,SVPO,Oui/Ja,H,65,Leuk,20201008121139
Lukas KALBERMATTEN,CVPO,Oui/Ja,H,49,Westlich Raron,20201008121139
Michael KREUZER,SVPO,Non/Nein,H,31,Visp,20201008121139
Ralph KUMMER,SVPO,Abst./Enth.,H,42,Brig,20201008121139
Madeleine KUONEN-EGGO,ZUK-VS,Oui/Ja,F,61,Leuk,20201008121139
Alain LÉGER,PDC,Abst./Enth.,H,42,Martigny,20201008121139
Jean-François LOVEY,AC,Oui/Ja,H,65,Entremont,20201008121139
Damien LUISIER,PDC,Abst./Enth.,H,27,Martigny,20201008121139
Vincent LUYET,AC,Abst./Enth.,H,43,Sion,20201008121139
Natacha MARET,PDC,Abst./Enth.,F,37,Entremont,20201008121139
Rainer MATHIER,CVPO,Oui/Ja,H,63,Leuk,20201008121139
Thomas MATTER,CSPO,Abst./Enth.,H,54,Leuk,20201008121139
Kamy MAY,PDC,Abst./Enth.,F,26,Entremont,20201008121139
Nicolas METTAN,PDC,Abst./Enth.,H,59,St-Maurice,20201008121139
