name,group,vote,Genre,Âge,District,affairVoteId
Matteo ABÄCHERLI,CVPO,Oui/Ja,H,32,Visp,20201008172842
Claudia ALPIGER,ZUK-VS,Oui/Ja,F,31,Brig,20201008172842
Romano AMACKER,SVPO,Oui/Ja,H,23,Westlich Raron,20201008172842
Peter BÄHLER,SVPO,Oui/Ja,H,67,Goms,20201008172842
Léonard BENDER,AC,Non/Nein,H,52,Martigny,20201008172842
Philippe BENDER,VLR,Non/Nein,H,70,Martigny,20201008172842
Claudy BESSE,UDC,Oui/Ja,H,56,Monthey,20201008172842
Jacques BLANC,AC,Non/Nein,H,66,Hérens,20201008172842
Vincent BOAND,UDC,Oui/Ja,H,35,Sion,20201008172842
Jean BONNARD,AC,Non/Nein,H,71,Sion,20201008172842
Alex BONVIN,UDC,Oui/Ja,H,61,Sierre,20201008172842
Nicolas BONVIN,PDC,Non/Nein,H,31,Sierre,20201008172842
Gaël BOURGEOIS,AdG,Oui/Ja,H,37,Martigny,20201008172842
Hermann BRUNNER,CSPO,Oui/Ja,H,66,Westlich Raron,20201008172842
Michael BURGENER,CVPO,Oui/Ja,H,39,Visp,20201008172842
Paul BURGENER,CVPO,Oui/Ja,H,67,Visp,20201008172842
Peter BURRI,ZUK-VS,Non/Nein,H,55,Visp,20201008172842
Mathieu CALOZ,VLR,Non/Nein,H,27,Sierre,20201008172842
Chantal CARLEN,CVPO,Oui/Ja,F,28,Goms,20201008172842
Florine CARRON,LES VERTS,Non/Nein,F,42,Martigny,20201008172842
Florence CARRON DARBELLAY,PDC,Non/Nein,F,47,Martigny,20201008172842
Patricia CASAYS,PDC,Oui/Ja,F,73,Monthey,20201008172842
Nicolas CHABLAIS,VLR,Non/Nein,H,32,Monthey,20201008172842
Jean-Dominique CIPOLLA,UDC,Oui/Ja,H,73,Martigny,20201008172842
Stéphane CLAVIEN,VLR,Non/Nein,H,63,Sierre,20201008172842
Gabrielle CORNUT-ZUFFEREY,LES VERTS,Non/Nein,F,59,Sierre,20201008172842
Adeline CRETTENAND,VLR,Oui/Ja,F,26,Martigny,20201008172842
Narcisse CRETTENAND,VLR,Non/Nein,H,65,Martigny,20201008172842
Blaise CRETTOL,AC,Non/Nein,H,48,Sierre,20201008172842
Lucile CURDY,AdG,Oui/Ja,F,21,Conthey,20201008172842
Pierre DARBELLAY,PDC,Oui/Ja,H,32,Entremont,20201008172842
Ralph DESSIMOZ,PDC,Non/Nein,H,56,Conthey,20201008172842
Arnaud DUBOIS,VLR,Non/Nein,H,35,Monthey,20201008172842
Alain DUBOSSON,UDC,Oui/Ja,H,21,Monthey,20201008172842
Corinne DUC BONVIN,AdG,Abst./Enth.,F,53,Sierre,20201008172842
Sophie DUCREY,AC,Non/Nein,F,25,Monthey,20201008172842
Marius DUMOULIN,PDC,Non/Nein,H,65,Sion,20201008172842
Jean-Marc DUPONT,AdG,Oui/Ja,H,62,Martigny,20201008172842
Christian ESCHER,CSPO,Oui/Ja,H,41,Brig,20201008172842
Florian EVEQUOZ,AC,Non/Nein,H,39,Conthey,20201008172842
German EYER,ZUK-VS,Oui/Ja,H,59,Brig,20201008172842
Florent FAVRE,PDC,Non/Nein,H,26,Conthey,20201008172842
Sandro FONTANA,PDC,Non/Nein,H,54,Monthey,20201008172842
Jérôme FORMAZ,UDC,Oui/Ja,H,44,Entremont,20201008172842
Sabine FOURNIER,LES VERTS,Non/Nein,F,45,St-Maurice,20201008172842
Damien FUMEAUX,UDC,Oui/Ja,H,22,Conthey,20201008172842
Pascale FUMEAUX,AC,Non/Nein,F,38,Conthey,20201008172842
Claudia GAILLARD MOREND,LES VERTS,Oui/Ja,F,54,Hérens,20201008172842
